,R2,MAE
ISE_log,0.8333627581596375,1.5942474603652954
Overshoot,0.9021508097648621,4.044213771820068
SettlingTime_log,0.9816697835922241,1.3902697563171387
RiseTime_log,0.8257282972335815,1.382814645767212
