,R2,MAE
ISE_log,0.9638840556144714,0.06136623024940491
Overshoot,-4.706655502319336,0.3283730149269104
SettlingTime_log,0.9464322328567505,0.07352699339389801
RiseTime_log,0.9579160213470459,0.06861621886491776
