K,T1,T2,Kp,Ki,Kd,ISE,SSE,RiseTime,SettlingTime,Overshoot
1.49941228750417,2.03978300559177,0.435279210314243,1.27201887872527,0.824516118707408,0.430665764969576,0.622953186118154,2.22044604925031e-16,1.94443900865304,6.69608783781143,6.08687416761877
1.8630120971807,1.05956128843598,2.03096462518891,1.05881135641331,0.497928464258106,0.488915133044669,0.8238632056331,2.22044604925031e-16,2.32031080550787,7.46288175400903,6.40122198802273
1.31990554682119,1.5724721555289,1.30042577364141,1.6987461977051,0.817863674387174,0.781830962520476,0.710530755214718,3.33066907387547e-16,2.01083514110409,6.34232820708071,6.56235007222175
1.72413787663776,1.48333224546213,0.497129595026189,1.17369736816312,0.900431798342359,0.382473585053596,0.503491860683433,0,1.52807951470137,5.12434533155756,5.72047427747906
1.08813557678557,1.40912393216074,0.72045719869674,1.81864774872182,1.24518099953918,0.576803577830577,0.579181424074338,4.44089209850063e-16,1.62134699897662,5.15424945415332,6.37081818545362
1.57788661793197,1.69111888749405,1.37405888863191,1.42273815975941,0.642641584637796,0.697926297884397,0.754294021145449,4.44089209850063e-16,2.13764491153497,6.76572797661105,6.54872350649272
0.680482808772689,1.05836097254374,1.88683907037451,2.86767149017072,1.39993426597196,1.27559969147179,0.797608224589741,0,2.24014937832942,7.1213739762379,6.31993815480358
1.98005774561383,0.206754723340588,1.99463663201917,0.875467922801497,0.693761158419435,0.187867179268696,0.579059844507619,2.22044604925031e-16,1.80017340366845,6.3232569339887,6.65604782161551
1.2448187842351,1.28326799548364,0.304407782710784,1.62076526154931,1.6144215233345,0.355211614903775,0.414627610907017,2.22044604925031e-16,1.21468891034714,4.1321521778738,6.16042337588758
1.39392248394319,1.73868570336143,0.778695716420888,1.36819847985664,0.778164830433883,0.601404422003451,0.66896980771039,0,2.07511390598697,6.55162571258646,5.00217271537862
1.79708694283286,0.458376542168862,2.06198694046455,1.14498031782144,0.731191268773501,0.391343305264418,0.599983745789392,1.11022302462516e-16,1.8353501390315,6.48153611428981,6.43140307755778
0.673976857495048,0.873103102898255,0.597393016175041,2.82860405123122,2.79478987573981,0.691478037006473,0.432141487184771,0,1.18587680166035,3.67524756500472,6.41060915665774
1.73808872374019,0.726773077770961,1.99031029104285,1.14107993569156,0.625885029795081,0.520088897182982,0.683389584827117,1.11022302462516e-16,2.13663844614299,7.05178618198049,5.61241677994138
1.09127068265448,0.784443361635453,1.23097640773357,1.93075501961551,1.35729009605903,0.612639781692738,0.531708797420126,4.44089209850063e-16,1.47574107049722,4.67493547182109,6.47947392045272
1.68978077555684,0.828360220224914,0.419088250157358,1.17312958461814,1.37355549633712,0.217575011580182,0.368870073709652,2.22044604925031e-16,0.936361406925216,3.01179182724833,6.48222146094386
1.8072623542127,1.473445457915,1.31441879170636,1.23521843280969,0.610868142201241,0.553500891494461,0.694043480893603,0,1.95777739514685,6.16069679672918,6.53110244074919
1.53821021854336,1.53689153143847,0.897685894171434,1.38526679532794,0.815290876735778,0.525022554363723,0.622730283416643,4.44089209850063e-16,1.74839680511737,5.63313109409896,6.60413856721964
1.99221968574281,1.86628327682108,1.74795950610205,1.02809138696427,0.404601117249985,0.635067114341485,0.936511769754674,4.44089209850063e-16,2.69099996978076,8.58451965307386,6.57686223343787
1.74140613560786,0.274719786662201,0.427443667174562,1.20871046120713,2.43647296139716,0.133753998214027,0.264222498175438,3.33066907387547e-16,0.56092479221521,1.67732624520715,6.39317099156826
0.65273654407647,1.21153768927499,0.906203520108709,3.16744752845044,2.08633121959679,1.07291231557179,0.56725905222585,2.22044604925031e-16,1.59195962931943,4.91502092644551,6.10198020551898
1.31199614218744,1.08466417922835,0.913119016731583,1.70701667415747,1.18078413647678,0.546827988938978,0.510623047456949,0,1.38710583374436,4.41400466494918,6.45364475012273
0.52033992324665,0.951013591914166,0.860589581805563,3.94046940140172,3.09619903163415,1.21912373106509,0.493389625453628,2.22044604925031e-16,1.34835844285318,4.31847604791465,6.35261116324553
0.88025246340147,0.590086447298685,2.04246616030498,2.18117260294655,1.28600710262287,0.894724460760439,0.668554783973798,0,2.092035582539,7.02864629432212,5.97298621813593
0.670604462305332,1.10121757126539,1.16318709826792,3.05339214707269,1.9176339727132,1.18190765349455,0.602756641742469,1.11022302462516e-16,1.70554158155083,5.38698742742311,6.57165466359255
0.837042531941487,0.950737487253773,1.19300767320226,2.68578142801181,1.7366370825638,0.92034804348541,0.541412637923331,2.22044604925031e-16,1.50521784239916,4.74105783604507,6.60187173341709
1.54163565135864,0.88580945821386,0.429517921955037,1.45056065489942,1.5556934083859,0.338133176209402,0.351700354184701,2.22044604925031e-16,0.94902816377452,3.133726572753,5.2670968638558
1.6830657306856,1.30715503967252,2.00429585354291,1.13812214604292,0.485072878601125,0.579874494821228,0.913976590266093,0,2.58325453024723,7.99684486820767,6.00355608561505
