K,T1,T2,Kp,Ki,Kd,ISE,SSE,RiseTime,SettlingTime,Overshoot
73.1198088200254,88.9540117511574,24.9924934199159,0.0290531158029006,0.000400223197837222,0.509086400023422,25.3524770087372,0.00142363343760821,82.253770256236,291.477270167172,6.48999288284444
33.5869173395339,81.5352784609597,22.922431070044,0.063238711091363,0.000950127301060295,1.01599746211565,23.2467081554308,0.000716984528747466,75.5364917791566,265.466314169315,6.41238536880322
48.8572227063954,59.9561649215766,58.2532188959542,0.0418872146227701,0.000503778346099294,0.846661176348342,30.1267322547255,0.00122556422253217,87.5918631368219,283.416611835675,6.70101163203145
26.3441836128591,49.7619139524507,31.1060416612859,0.080166079564981,0.0014077805361517,1.01828519339955,20.1006376381694,2.93061535192596e-05,58.0533667126039,186.768773986996,6.50672937910033
18.855383552363,21.8061417844995,10.1209923232851,0.119564001842861,0.00532678577053542,0.670927607777756,7.08094934376951,8.34310398545313e-12,22.8259352569329,75.5665044091348,5.38603367619266
47.7964381850422,82.6271778588539,46.8519743292731,0.0447702375181178,0.000497560514403574,0.898582336444575,31.6337564362456,0.00172843255338395,91.2231742673377,303.096754401648,6.86529970706435
28.0549259858044,43.4137007186766,22.2528492778169,0.0705090644790984,0.00156495307215016,0.689845503589496,17.0644407615671,3.60118197728632e-06,48.9240160757872,158.458709799601,6.51621387570214
78.8894361095239,98.4429616197799,37.0583145995358,0.0249699662276146,0.000272848508573668,0.571286990597452,33.0839390512813,0.0010631615576171,106.401661393374,355.681997907218,5.63147579259393
91.7132575052791,68.2231623555231,51.1558655096792,0.0225386734662837,0.000263308587119843,0.430447968986644,30.4680279262539,0.000935152316167254,87.5902963572634,278.661597276187,6.35782683042594
97.9105353295795,98.7541169245337,12.2166156376684,0.0179925586053857,0.000275100131150635,0.198815380650575,27.578367799816,0.00195987695590738,89.7867052399203,319.432088688632,6.62032767484513
83.614690589885,61.9298194594103,10.9345438212715,0.0221307680117694,0.000503878328207938,0.204467069638087,17.5973474228036,7.44671582419976e-05,57.8521652557791,200.472081193252,6.45593349881184
34.371080692839,42.2671425256787,51.5122598833045,0.065269391959023,0.000963074290278887,0.980149573249456,22.4882368965472,0.00011757938253365,64.7401053675877,206.407816313918,6.57233220874385
63.690159539844,23.2726487835817,20.6486010456599,0.0350597996297463,0.00110074496693329,0.247461222384918,10.5905574774394,2.06151695714141e-09,30.4670515939336,96.8470966014354,6.53509348524479
59.5055949676983,50.6524899596032,27.7683315004701,0.0329014009165486,0.000605203849537409,0.388409953521068,20.6612460463966,3.37448582530264e-05,59.1251433880736,189.293248545512,6.3758497625146
51.2084932123206,47.2828412097775,56.1769821314455,0.0437354679895263,0.000584180875698393,0.725547476848709,24.8586762401243,0.000140912007780436,71.5569391657025,227.737116166591,6.55146511671272
66.5216498496264,99.7855267917657,46.7996623726953,0.0338234193618833,0.00032754836411626,0.873171585222575,32.5849434656704,0.000845355833433703,104.839253582333,350.022501911188,5.44774998047408
84.3965996918627,59.4393588790218,44.6150536603546,0.0244906232131578,0.00032822404366017,0.407716616454087,26.5598196027657,4.50224079873163e-06,76.4945548021197,241.016926994427,6.2578310396892
90.7895541840347,67.8799942202693,52.1061015672318,0.0227265223351767,0.000263708657880786,0.436992643853352,30.694800246137,0.000992029809485206,88.2093903843289,280.233884400646,6.34095453337105
10.2183230347992,27.2758797507279,34.5637479634498,0.201525145112824,0.00452886841715113,2.00081085456925,15.860601264869,1.38160501905737e-06,45.6549810998781,143.255877573404,6.21092883105563
28.6861383462442,42.3326759276938,38.9368158759308,0.0714375711498959,0.00125074633374103,0.991895746112213,20.6813559299109,6.2183636311719e-05,60.2901748223716,192.784107124809,6.57697439753744
99.5852097615531,29.7124704951996,16.7269146351743,0.0195853083560897,0.000606060103053859,0.137438492780295,12.2981815808996,1.40838523066122e-08,35.1644655655181,112.14259620212,6.32912323720431
48.8237444670193,40.5039109170519,26.0708165130507,0.0431038018052729,0.000916238992008899,0.452320473482375,16.624414107317,4.1040122660263e-06,47.9849497778587,153.836807877945,6.46480289241886
57.1883453333964,77.3436228847329,44.4195379321079,0.0373487697709958,0.000440561897436003,0.706268803404054,29.8206963035225,0.00107138695078302,86.0832101821939,283.519295872329,6.77096421897949
57.2305699011777,73.0577034784675,31.1975772102702,0.0367081697930831,0.00050870826772239,0.662211435834753,24.3850777680496,0.000555288703086299,78.4088111363759,259.97881804727,5.45338357541005
87.9419203049892,78.3725763319112,41.4768453550453,0.022380571627715,0.000270800111012082,0.401658316338809,31.3535056077329,0.00130712232518782,89.5760303382796,292.523329959854,6.58876399961994
73.3156280818289,83.5622057176188,55.1958180466872,0.0260927353147497,0.000265047771959174,0.557799745497106,37.7099599395175,0.00249816906406275,106.904323784004,342.340375217802,6.33724378376397
17.7686069633947,68.8961598132606,29.5450746202681,0.118132610069672,0.00173232451999235,2.01395774879624,23.0514990681162,0.000282807215362113,74.1540046091893,244.816385416609,5.41260967053143
46.6161975140344,92.7475164701859,19.1070383855217,0.041365830123496,0.000598813321354433,0.627033805798608,26.4127071142146,0.00174467346898055,86.4169048598353,305.492730630816,6.47222121461597
