K,T1,T2,Kp,Ki,Kd,ISE,SSE,RiseTime,SettlingTime,Overshoot,PhaseMargin,DesignFocus,Bandwidth,SystemCategory
0.88951878948751,0.0943107873092044,0.0101206566271701,0.20444712612258,5.21574476517595,0.00200348316787181,0.137058850688214,2.22044604925031e-16,0.381847479446447,0.577280303273798,0.559460128368094,75,disturbance-rejection,4.32288105446773,Toothbrush
0.272506601595418,0.0675120168444054,0.021707334653519,0.024064881109972,11.4078427514352,1.26912360964177e-05,0.206450045694753,0,0.516028803689134,0.915241422098613,0,75,reference-tracking,3.03871773506287,Toothbrush
0.411130760609762,0.0493292040999097,0.0482382269353946,0.427800021888798,11.3399628480888,0.00403468823442621,0.136878146675725,5.55111512312578e-16,0.357618149161809,0.589409656917431,0.019402510414479,75,reference-tracking,4.48132077466251,Toothbrush
0.441651205893754,0.077785028650155,0.0266834964470838,0.112371213531027,7.01444066883715,0.000450046205627435,0.206580864338775,2.22044604925031e-16,0.52550533041563,0.903577155522573,5.63157118049773e-05,75,reference-tracking,3.00851380830631,Toothbrush
0.458104318704794,0.0600524914261219,0.0389478460508513,0.0631135731695503,6.5900999778334,0.000151110117131249,0.212629535804571,1.11022302462516e-16,0.52986590820528,0.944410399613799,0,75,reference-tracking,2.95366869531767,Toothbrush
0.592950837191979,0.0866095304932874,0.0148649456354496,0.14587756706677,8.85552847215972,0.000600762129561821,0.137362003898111,6.66133814775094e-16,0.296547230013976,0.740357281591031,2.92829525777931,45,reference-tracking,4.83810621300721,Toothbrush
0.725502490821833,0.0769407819374794,0.0314473000487411,0.357719360818379,7.04886614663904,0.00453842995604773,0.124499103828593,2.22044604925031e-16,0.340884283414789,0.526697841952896,0.342817651799909,75,reference-tracking,4.81247937074549,Toothbrush
0.634990359492044,0.0958680616980593,0.0190423462096875,0.00257263356753851,3.75253121586595,4.40931939809235e-07,0.26908948042128,8.88178419700125e-16,0.675999928546404,1.1863639931761,2.66453525910038e-13,75,reference-tracking,2.32354526513421,Toothbrush
0.768028978045572,0.0965756243002082,0.0295890272414776,0.11217125556686,5.74393021859848,0.000547638554813251,0.168212234724513,2.22044604925031e-16,0.340289311362978,0.89264874423287,3.57037496350445,45,reference-tracking,4.08109778018039,Toothbrush
0.724922934033995,0.0591491768042529,0.0317667556781654,0.0185725629103021,4.29370197980769,2.00840728280225e-05,0.206373530514313,2.22044604925031e-16,0.512694528057655,0.919400311329898,2.22044604925031e-14,75,disturbance-rejection,3.04904973730548,Toothbrush
0.507241140975794,0.0921952362486255,0.0497354807106324,0.522425080173694,10.2396264012055,0.00666352349443039,0.140157781008748,4.44089209850063e-16,0.3097504068208,0.807009953990274,3.72658961580477,45,reference-tracking,4.70624682255758,Toothbrush
0.138279653646203,0.0977874781119813,0.037142503467524,1.64334941131592,34.8486032345204,0.0193737842912826,0.145499979708487,4.44089209850063e-16,0.337117608033452,0.795815437000637,2.49226372298563,60,reference-tracking,4.41340422635459,Toothbrush
0.499354795646384,0.0924659363328309,0.0459647682680223,0.160539038020773,5.13018392636464,0.00125593853449317,0.249616915595497,4.44089209850063e-16,0.635500425218182,1.08995033636705,0.000168460581284613,75,reference-tracking,2.48437705710635,Toothbrush
0.889142253366767,0.0680435388074062,0.042786020959456,0.0957563584247719,5.60986349121641,0.000408623141772082,0.15037231269514,2.22044604925031e-16,0.290795453763504,0.757558365136154,3.55735788534359,30,reference-tracking,4.66910991735241,Toothbrush
0.64268712808082,0.0739023077249645,0.0325775391600705,0.268317693529531,6.66475729914844,0.00270056287984433,0.148766736059705,8.88178419700125e-16,0.392707919384047,0.636094575266487,0.0867578553017667,75,disturbance-rejection,4.09163554117256,Toothbrush
0.401752266323209,0.0313396530802943,0.0343408930576686,0.145395828570044,12.489735197767,0.000423146420457123,0.127762134988219,0,0.323426208020693,0.565958088874057,0,75,reference-tracking,4.89509990028119,Toothbrush
0.842175742787424,0.0747674494545011,0.041858292588153,0.360398660906843,6.08866638892718,0.00533315452377461,0.124146659434344,3.33066907387547e-16,0.340395757193358,0.52479729290755,0.343506099478397,75,reference-tracking,4.82446463648523,Toothbrush
0.324431880387179,0.0814395356852868,0.0409264908177579,0.182981238789143,16.5759972524619,0.000504979176197628,0.154736219568222,6.66133814775094e-16,0.262568699578959,0.804959735422642,8.14600131305245,60,disturbance-rejection,4.9007247484908,Toothbrush
0.427714450362341,0.0564425605665726,0.0324327459386479,0.214554812737723,9.63774836452906,0.00119410068430357,0.155152110238975,0,0.398109153385427,0.67830569678641,0.000210410637246916,75,reference-tracking,3.99574687492994,Toothbrush
0.494521975630159,0.0702379485487668,0.0470063136494908,0.146740769289348,5.95391084067985,0.000904147456513261,0.21744173709312,5.55111512312578e-16,0.54904363652995,0.954615472624083,5.31508170809047e-10,75,disturbance-rejection,2.86425788691838,Toothbrush
0.956389385177482,0.0771754249691758,0.0164111121908394,0.0915390457921996,4.117489222576,0.000508768599721073,0.161959500994793,2.22044604925031e-16,0.424492075488217,0.695691918975771,0.0419566493969459,75,reference-tracking,3.77977500512952,Toothbrush
0.286674980972926,0.0335381799698645,0.0417564097854005,0.382063417211033,17.795738856656,0.00205066583560781,0.125395897035009,6.66133814775094e-16,0.322220370517871,0.54655603446194,0.000174821147513882,75,disturbance-rejection,4.94289026029466,Toothbrush
0.713291577042542,0.0743601891380996,0.0222771720910096,0.105900666447661,5.1175912859735,0.000547862779936979,0.174991885314218,2.22044604925031e-16,0.45299515270602,0.758522184178953,0.0067550873956046,75,reference-tracking,3.5248989121078,Toothbrush
0.816529507567183,0.0782057085268384,0.0290696794724952,0.190197138647952,5.01170564804913,0.00180452295537099,0.155701650499259,6.66133814775094e-16,0.412799693325814,0.665792535312015,0.0871079488087734,75,disturbance-rejection,3.90972825145794,Toothbrush
0.363335424286453,0.0842438352194911,0.04691026569108,0.187488696012883,13.9801469715094,0.000628605893848051,0.163758505373094,0,0.277929384778769,0.851368405414021,8.11042047150594,60,disturbance-rejection,4.6290502503584,Toothbrush
0.732758979252145,0.0811097222421029,0.0255729627767521,0.102285077936044,4.49990966448782,0.000581247066521582,0.193744505351755,2.22044604925031e-16,0.499963194550778,0.840913488547268,0.00490895288032256,75,reference-tracking,3.18609874602701,Toothbrush
0.62386966897549,0.069319343573228,0.0467233712529217,0.00939983584565726,3.79037578289741,5.82771465061454e-06,0.271932250060623,4.44089209850063e-16,0.672019342203341,1.2153879010907,0,75,disturbance-rejection,2.32108401825804,Toothbrush
0.135798484034315,0.0661441244864651,0.0319340000506592,0.37250752256187,24.2499387558238,0.00143053819395583,0.194528598590397,4.44089209850063e-16,0.492676344319923,0.855621808217718,1.24567023362943e-11,75,reference-tracking,3.20662754704915,Toothbrush
0.526649632205024,0.0846014875837022,0.0196551978379195,0.191131778549426,6.96737129485609,0.00131080127732095,0.173723786318255,2.22044604925031e-16,0.457341970836796,0.744869695797107,0.055009127128991,75,disturbance-rejection,3.51679058710333,Toothbrush
0.466769207820759,0.0960592107051161,0.0271390293272653,0.410834229992091,10.6639888014096,0.0039568862945281,0.140666244374325,0,0.327649024643527,0.76673764055992,2.44055806225516,60,reference-tracking,4.559819671579,Toothbrush
0.76062479631887,0.0914997722420013,0.0141926752002861,0.045715205870921,3.87292647611061,0.000134903157903442,0.216929647274222,7.7715611723761e-16,0.555709132081144,0.942592584400975,0.00392450898096808,75,disturbance-rejection,2.84905373682875,Toothbrush
0.874718084230916,0.0842698045833123,0.0371002496564548,0.298747208088496,5.22763167630724,0.00426818011802416,0.139115920481757,2.22044604925031e-16,0.379102751419923,0.588152510541268,0.319013343670504,75,disturbance-rejection,4.3086044412073,Toothbrush
0.233430293692327,0.0695100523917265,0.0457591673520132,0.584805529384339,15.3779234784033,0.00555987789376758,0.177822139138355,2.22044604925031e-16,0.461594568321993,0.769895935243602,0.00675491037120945,75,reference-tracking,3.46199357041833,Toothbrush
0.513889960280725,0.0714645557520469,0.0391622947277804,0.0375319303730815,5.08556132627261,6.92473115137069e-05,0.245710219373339,1.11022302462516e-15,0.612394130506941,1.09218518511657,0,75,reference-tracking,2.55823076783014,Toothbrush
0.124350050267332,0.0972333308783668,0.0188641848364872,2.12120971943036,39.7912565200738,0.0282695940472245,0.128546210703368,1.11022302462516e-16,0.362770604761112,0.540348515968222,0.753076071193282,75,disturbance-rejection,4.57162916930346,Toothbrush
0.146303966225738,0.0945296940353769,0.0391047575388059,0.375380295045382,16.795802289605,0.00209740451034555,0.260489414677993,2.22044604925031e-16,0.66052023150291,1.14171505159372,6.00054954613682e-06,75,disturbance-rejection,2.38828032472341,Toothbrush
0.573973799241827,0.0853954908558576,0.0314207903752272,0.119135592850031,5.12476910304032,0.00069238677871887,0.217361028749509,6.66133814775094e-16,0.554330022298068,0.946895647781087,0.000799823274211242,75,disturbance-rejection,2.8498011855901,Toothbrush
0.486131552582826,0.0705106099819776,0.0436990260185425,0.508233877663491,9.62393076952005,0.00670987979316454,0.136100268581501,2.22044604925031e-16,0.365054806530729,0.5786632160615,0.165405584292366,75,reference-tracking,4.44301686864405,Toothbrush
0.81438013386116,0.0906209434583796,0.0351337400767295,0.180309575175703,4.19078046759884,0.0019394682656015,0.18667690428811,2.22044604925031e-16,0.492366338312337,0.798506628428335,0.0636894008771982,75,reference-tracking,3.26718010421202,Toothbrush
0.752502971868455,0.0887481041389029,0.017992909216543,0.0217382606712126,3.60853306730362,3.27385095408513e-05,0.235847288745462,6.66133814775094e-16,0.5956069996743,1.03518039209513,9.15942273138626e-06,75,reference-tracking,2.64097232681766,Toothbrush
0.880455278655418,0.0868021204649688,0.0121633429267305,0.0895092144156553,4.14856181916334,0.000482811864360958,0.174469531802097,2.22044604925031e-16,0.460346423571067,0.746849632858093,0.0676918607911414,75,reference-tracking,3.49696328628448,Toothbrush
0.847427916803625,0.0546440072347769,0.0309260629652316,0.0091672898373771,3.81718951507725,5.50399728848521e-06,0.198679347383728,2.22044604925031e-16,0.49343685653702,0.886972792577393,0,75,disturbance-rejection,3.1720855967877,Toothbrush
0.261067718053656,0.0543466591527881,0.0430235696475877,0.83239782977922,19.67148109136,0.00880571909917703,0.124179829738732,2.22044604925031e-16,0.32913524149626,0.531274267359152,0.0726730829639033,75,reference-tracking,4.90744418709581,Toothbrush
0.868934822870313,0.0633418001763662,0.0393562539957552,0.0823142731759531,3.85881613672688,0.00043897139228773,0.190933781424803,2.22044604925031e-16,0.485251761267595,0.838773248656089,1.66872293760889e-08,75,disturbance-rejection,3.26096695990245,Toothbrush
0.776897428164446,0.0650519282018379,0.0170630306260819,0.059464192723179,5.03725252352621,0.000175492006788657,0.163439280236874,2.22044604925031e-16,0.419162936425887,0.713743958720662,0.000722450428036758,75,reference-tracking,3.79342055761579,Toothbrush
0.278997028108717,0.0941666342618801,0.0180933579658115,0.825253371719928,17.0655294964156,0.00997688245885008,0.133550839176698,2.22044604925031e-16,0.373104417450241,0.561878061792801,0.596319080014496,75,disturbance-rejection,4.43037336945411,Toothbrush
0.859370731466679,0.081342116528727,0.0329316937047771,0.0729047873383143,3.43010009250177,0.000387387238965978,0.217041780568291,6.66133814775094e-16,0.551176024719279,0.948412873405468,9.24408456892678e-05,75,reference-tracking,2.8609920636695,Toothbrush
0.336668696417179,0.0962152722360416,0.0186348680855319,0.520477334320348,15.5464760914836,0.00435623889856322,0.133625243173044,4.44089209850063e-16,0.315426986194162,0.750995202929096,2.56677603989077,60,reference-tracking,4.76869726706324,Toothbrush
0.290034194755282,0.087657519582252,0.0490408459299777,0.223072483430332,8.51174056630968,0.00146154985799074,0.259343489818085,2.22044604925031e-16,0.656213655985618,1.13905578525253,1.15015996726697e-08,75,disturbance-rejection,2.40154238958045,Toothbrush
0.931942158018337,0.0348238391255073,0.0374974714122136,0.0270332704513955,4.36842648109213,4.18227086149559e-05,0.157758741152711,0,0.395287484379223,0.702554644644039,0,75,disturbance-rejection,3.98865613372507,Toothbrush
0.190043588464339,0.0765774562965466,0.0254671502353227,0.844781013232913,23.0026392417126,0.00775622910940472,0.145722610497976,0,0.387226816741097,0.621959907444533,0.122699820206451,75,reference-tracking,4.16572490281276,Toothbrush
0.736384031672116,0.0886252235415236,0.0478446597709043,0.35287620027043,5.47419054764847,0.00568675914883831,0.157739341138539,4.44089209850063e-16,0.426826227565847,0.668432260736944,0.23862798969887,75,disturbance-rejection,3.81361865179434,Toothbrush
0.798614756724023,0.0833306086596889,0.043668625985445,0.290082831261613,5.12078774629351,0.00410815938688637,0.155589755222878,4.44089209850063e-16,0.418184268635341,0.660368021402325,0.17522603800697,75,reference-tracking,3.88260126296295,Toothbrush
0.12940954478102,0.0917156525533242,0.0129004604041795,1.05601754803601,31.6248547209232,0.00881563782348518,0.155409257626434,6.66133814775094e-16,0.421142462909456,0.657584407734153,0.262108712842979,75,disturbance-rejection,3.86828381608059,Toothbrush
0.566775133916184,0.098191369308726,0.0312995377934547,0.360647176478296,8.53136049811422,0.00381141981781562,0.144869292355999,0,0.336017422877816,0.789088864330989,2.44758436471437,60,reference-tracking,4.43044978409059,Toothbrush
0.618542514994107,0.0931864197854059,0.0232205194654235,0.138286643863849,7.09512484293216,0.000673814636615476,0.162841834167114,2.22044604925031e-16,0.350603128985232,0.814850464435678,2.32665152434066,45,reference-tracking,4.08911411961726,Toothbrush
0.914035023030174,0.0924250888163306,0.0275774009764267,0.217755410704488,4.47601711347822,0.00264841586219009,0.155442464515366,6.66133814775094e-16,0.421690727073,0.657537377478762,0.272420509429505,75,disturbance-rejection,3.8649573296678,Toothbrush
0.778032532889777,0.0927016742422425,0.0377813659448095,0.222723122180002,6.05568106624309,0.00204789472112933,0.152446646892003,4.44089209850063e-16,0.331971544451619,0.820203448500703,2.84356765991127,45,reference-tracking,4.34077524163773,Toothbrush
0.198928941154835,0.0483729972808542,0.0329453705594194,0.264282963660692,20.0210645127142,0.000872149990288025,0.160953311085394,2.22044604925031e-16,0.40747441568146,0.711481122853009,0,75,disturbance-rejection,3.88512197696852,Toothbrush
0.636003282196416,0.0462604584261377,0.0303196913266167,0.0408966524603056,6.07278241377253,6.88537835089339e-05,0.166224638486418,5.55111512312578e-16,0.416600895695126,0.739859227707916,0,75,reference-tracking,3.78043090193655,Toothbrush
0.925336030899555,0.0452882790216957,0.0191606055155414,0.039687304435367,5.17603488150042,7.60757109160418e-05,0.133809436153458,2.22044604925031e-16,0.337688688963929,0.591109797755477,0,75,reference-tracking,4.66882354638523,Toothbrush
0.249621102001419,0.0804526915223788,0.0293984057428587,1.01491657394867,20.0340757083866,0.0128537955415195,0.127275882378555,1.11022302462516e-16,0.348286270649653,0.537579556178708,0.379545995886921,75,disturbance-rejection,4.69940555444299,Toothbrush
0.487968304538117,0.0603034006791763,0.0217212180300857,0.284398362070292,10.5185369562184,0.00192237828998758,0.124316964263309,2.22044604925031e-16,0.327525520177206,0.533787058343753,0.0606588865187829,75,reference-tracking,4.91491211678801,Toothbrush
0.306175277530301,0.0935233869990533,0.0249087154991534,0.278460195691576,13.8260108637441,0.00140206892191737,0.167840574862878,4.44089209850063e-16,0.362479233616873,0.8019287511159,2.10692859326662,30,reference-tracking,3.95715622362501,Toothbrush
0.237213323277687,0.0957679194435537,0.0444310910931159,0.954340879150406,15.489979441545,0.0146992853840536,0.173060793577721,2.22044604925031e-16,0.466297287256298,0.734706308313574,0.198908458817226,75,reference-tracking,3.48416716155601,Toothbrush
0.444907351523701,0.0971425496417974,0.040722321644793,0.861947202458669,11.3369024683073,0.0163835091177523,0.126138613800045,3.33066907387547e-16,0.356144395144996,0.531287708034084,0.782129409303223,75,disturbance-rejection,4.65658556558339,Toothbrush
0.617992743203232,0.0942646734307942,0.0405291096306054,0.278348386799546,5.47280109074103,0.00353922165036237,0.188246539700047,6.66133814775094e-16,0.499473573480835,0.80277880139729,0.0906895758920445,75,disturbance-rejection,3.22979218114816,Toothbrush
0.54462742254309,0.0854647196135758,0.0369171782032354,0.243271377329358,6.18730803294914,0.00239122420900041,0.18923706673583,4.44089209850063e-16,0.495127108981982,0.814450680381811,0.0292226328393097,75,disturbance-rejection,3.23783465535403,Toothbrush
0.45146236938908,0.0995437718053149,0.0111215435487025,0.451114527801581,10.2183739060627,0.00497888213585775,0.137804724307167,0,0.387335714987591,0.579839467273501,0.67057620736175,75,disturbance-rejection,4.27746715936613,Toothbrush
0.138804302521068,0.0829187026808436,0.0459483019494883,1.03114433321862,23.5916357671965,0.0112673263357103,0.194770525988709,0,0.507756840668812,0.83958846419381,0.0183635576303631,75,reference-tracking,3.15047824364047,Toothbrush
0.958120031518581,0.0934638210247837,0.0230716256012491,0.0912971521392077,3.29000623863647,0.000633370378667133,0.202349480567121,5.55111512312578e-16,0.527402042519806,0.872173262718532,0.0283945616343928,75,disturbance-rejection,3.03084533664398,Toothbrush
0.126750608690283,0.0799829800906532,0.0139801278507279,0.274660318218991,26.100648493711,0.000722571035182652,0.193232536430865,1.11022302462516e-16,0.496560881713587,0.841247631566445,0.00231309821949743,75,reference-tracking,3.20250988417112,Toothbrush
0.479056814204375,0.076977955167723,0.0260984195864168,0.272058956575796,8.34853206704368,0.00221643982614901,0.159404358725248,1.11022302462516e-16,0.419906192186996,0.684189564165507,0.0556349940093348,75,disturbance-rejection,3.83186148183694,Toothbrush
0.835189189953047,0.0947591671360551,0.0322856158462133,0.00776686239392455,2.61119992194893,5.77552018701186e-06,0.294367041822547,2.22044604925031e-16,0.734651130093172,1.30434872027836,0,75,reference-tracking,2.13260687077358,Toothbrush
0.165922340957274,0.0986370005069424,0.0290802236360818,1.3790767481331,24.7852730260419,0.0191832935957886,0.154540497678439,3.33066907387547e-16,0.423863504735289,0.65080168409837,0.389903588094187,75,disturbance-rejection,3.86299785627299,Toothbrush
0.787021549158938,0.0890520160176627,0.0425515006790737,0.10872607942637,5.4048117813126,0.000546797965671172,0.17649256222371,2.22044604925031e-16,0.342969848850235,0.909119227396924,3.73534052988935,30,reference-tracking,3.96183398213288,Toothbrush
0.542378910769704,0.0511320737774746,0.0428640792332036,0.133068085145879,6.75263472622581,0.000655563198747449,0.174880419669611,4.44089209850063e-16,0.444072348855154,0.770671603061756,0,75,disturbance-rejection,3.56610462053658,Toothbrush
0.133646317418442,0.0316974857995453,0.0380390391304618,0.158174928524401,31.1402182183804,0.000200860089019318,0.154349530999997,2.22044604925031e-16,0.385490156099039,0.689251908304959,0,75,disturbance-rejection,4.07905087850853,Toothbrush
0.582545095252491,0.07073501917247,0.0450942358181876,0.544027535745696,9.05358875420558,0.00817261440972929,0.120727776208023,2.22044604925031e-16,0.331482118283791,0.508757407545614,0.338107598966797,75,disturbance-rejection,4.96410017688015,Toothbrush
0.893375883827545,0.0979133904202663,0.018751994141872,0.011538301986501,2.71946115190325,1.22388595842341e-05,0.263695747111646,7.7715611723761e-16,0.666275455613609,1.15804220221622,1.3218921290914e-06,75,disturbance-rejection,2.36462608203562,Toothbrush
0.398482973293752,0.0752553312752441,0.0312287688568843,0.212683801409512,11.9092414028118,0.000949565086725852,0.151375411637142,0,0.31595677065549,0.705740526234632,2.15059553374588,30,reference-tracking,4.46271456970175,Toothbrush
0.806499565025101,0.0789530158389238,0.0110953609877744,0.0755465966853241,4.69795263730595,0.000303711462809035,0.168368220837099,2.22044604925031e-16,0.439747652628989,0.725932111632098,0.0325510633067516,75,reference-tracking,3.64153317105513,Toothbrush
0.316601664044261,0.0994020299363778,0.0310931870051159,0.842245795919522,17.2878395438442,0.0102583376445772,0.128974348223548,0,0.304578292431205,0.765823685419545,3.07980980070859,30,reference-tracking,4.9285194870593,Toothbrush
0.43121348073689,0.0798969900978831,0.0437393799255475,0.0322745947065168,5.31594998528275,4.89869856918209e-05,0.280243426163162,4.44089209850063e-16,0.696847775435396,1.24690694819708,0,75,disturbance-rejection,2.24558129860633,Toothbrush
0.967330325960459,0.0727504373085293,0.0102483373374429,0.0197624204754181,3.66594480241977,2.66338750374413e-05,0.180367957556423,6.66133814775094e-16,0.461894070362051,0.787899745876377,0.000794860286146282,75,disturbance-rejection,3.43834667663816,Toothbrush
0.60954683390104,0.0830186911470644,0.0375254059892212,0.0331983102001955,3.95709347946293,6.96298814943581e-05,0.266082163984916,0,0.66491356332683,1.17991308735507,0,75,reference-tracking,2.35811780350695,Toothbrush
0.401280987265575,0.0995634532437055,0.0177496892770582,0.176238418516377,7.45281837167079,0.00104188706245737,0.213255398805745,3.33066907387547e-16,0.555417873399449,0.918650638857663,0.0308737357477273,75,reference-tracking,2.87479858668279,Toothbrush
0.2386852720514,0.0996507816240156,0.0440969702179646,0.376824866060399,20.456838814431,0.00173532407633368,0.170254362972929,2.22044604925031e-16,0.296670000957335,0.91266545314058,8.25103084822258,60,disturbance-rejection,4.39758893949493,Toothbrush
0.470986086704399,0.0904896208418776,0.0140515071939697,0.318786644917574,8.99582568006766,0.00282422449567296,0.150108453431946,6.66133814775094e-16,0.407619324045106,0.63553929427637,0.296487618730312,75,disturbance-rejection,3.9978934527512,Toothbrush
0.610997352105527,0.05873941641295,0.0215127080442372,0.0332489875029286,5.94799541849384,4.64650311654844e-05,0.176475425505623,2.22044604925031e-16,0.445312246006434,0.781320414306208,0,75,reference-tracking,3.54780680676872,Toothbrush
0.512117184520277,0.0999677319626096,0.0393801229030108,0.0498074081419343,4.16094901758744,0.000149051207749212,0.300955105547409,5.55111512312578e-16,0.754166093947065,1.32957532100172,0,75,disturbance-rejection,2.07964513116986,Toothbrush
0.268435264102879,0.0446801761475606,0.0369848659456042,0.402841611329895,17.4516666240096,0.00232472587454202,0.136537812273365,0,0.349669991129631,0.595586503186228,0.000116804324634678,75,disturbance-rejection,4.54017478936689,Toothbrush
0.283575634989688,0.0464220608525308,0.0431064048303855,0.32077940947558,14.3422547693983,0.00179364108360172,0.157358331916242,0,0.402049117321085,0.69023592606084,2.28951790859355e-07,75,reference-tracking,3.95127957748418,Toothbrush
0.844596398275918,0.0925287493065431,0.0197013645881365,0.0303767792096506,3.16325768671605,7.29270902452004e-05,0.239572238038222,6.66133814775094e-16,0.607964847006629,1.04793769117839,0.000101124986517931,75,reference-tracking,2.59486006290298,Toothbrush
0.572643750647474,0.0480675309509005,0.0318590853905063,0.170171843962276,8.12376806779038,0.00089116455060853,0.137513980343785,2.22044604925031e-16,0.352260789855557,0.599487136154158,0.000113842389160013,75,reference-tracking,4.51023135235184,Toothbrush
0.676967449190427,0.0651625420810796,0.028617411537787,0.110947078186361,5.51082054620749,0.000558412946623785,0.171438585843763,2.22044604925031e-16,0.43941969720691,0.74770856098927,0.000332528593482984,75,disturbance-rejection,3.61666300219831,Toothbrush
0.283219681624681,0.0558031839095729,0.0403544782126726,0.460980019578064,14.9430868861065,0.00355519880312963,0.150941282442795,0,0.389184890892062,0.653672781403626,0.00306646728072124,75,reference-tracking,4.08737755488367,Toothbrush
0.4889412846874,0.0641048008749421,0.0426177754526947,0.173991256903605,10.569712504163,0.000716030768740698,0.145091904330603,2.22044604925031e-16,0.278777130416958,0.728304039660244,3.45742364338493,45,reference-tracking,4.84155840753755,Toothbrush
0.542913824116242,0.0667142666976514,0.0495799504080957,0.417502051086272,8.08615753242748,0.00538908504942632,0.145086846776384,0,0.385251407263436,0.619053883155934,0.0927835694138013,75,disturbance-rejection,4.18822324253133,Toothbrush
0.255500586252079,0.0996950312475721,0.0341317892006116,0.333665790386348,15.1733992866761,0.00183434274632034,0.186535823126062,0,0.387064922576783,0.928184798743513,2.52698696090037,30,reference-tracking,3.62427071968692,Toothbrush
0.89557165162828,0.0928195874164224,0.0246933258129485,0.271191512813809,5.16310976360013,0.00356107268630683,0.137508490505323,2.22044604925031e-16,0.380491527177814,0.580237998143359,0.496965665187798,75,disturbance-rejection,4.32220627056698,Toothbrush
0.451950655360208,0.0656667679844395,0.0138468853168869,0.281790714727727,11.5086718759902,0.00172491682277481,0.122573649799002,4.44089209850063e-16,0.327380213555497,0.523338537753656,0.137096280428617,75,disturbance-rejection,4.95286734499203,Toothbrush
0.625570748923225,0.0524240837113994,0.0130872621453135,0.0401591930686513,7.28459703300629,5.53483185349116e-05,0.140512239548075,6.66133814775094e-16,0.35822432884107,0.618269183871947,6.10800134914768e-06,75,disturbance-rejection,4.43200763675123,Toothbrush
0.676055315440564,0.0937000107812213,0.0389325217281155,0.348451791103813,5.87799755228767,0.00516411625061838,0.160001466604441,0,0.433228232483787,0.678091796680483,0.26500845752806,75,reference-tracking,3.75510311766789,Toothbrush
0.380346211949728,0.098306986328414,0.0244102047402644,0.10509402560538,6.74480634185179,0.000409379960600617,0.249357937399622,4.44089209850063e-16,0.634523476793608,1.08889515889837,0.000425207415100104,75,reference-tracking,2.48824429930758,Toothbrush
0.584353366062833,0.0958111563335703,0.0215237548373699,0.300942220309544,9.13554165882601,0.00247840312449728,0.133668784849453,0,0.304438371997262,0.767945200934064,3.10018245384704,30,reference-tracking,4.8464171491269,Toothbrush
