,MAE,MSE,R2
Kp,38.48769949486892,2645.891696042866,0.6389469934561052
Ki,52.48712696352455,4340.387520100965,0.44169574005134105
Kd,41.838487201013784,2940.0914075278206,0.6124211929167171
