,Kp,Ki,Kd,ISE,Overshoot,SettlingTime,RiseTime,Cost
Best ISE,10.403778581230966,0.22303392719909354,18.851554637857745,5.850248934040492,0.29581881808285326,421.9629615573932,181.1977454179898,446.73779015790177
Best Overshoot,14.733088680165672,0.39514687704073914,15.234339652965058,13.672185905838957,0.015236172271759413,390.8096161833465,176.362586261935,416.05786559861303
Best Settling Time,3.9679195019557865,0.010196339513905528,1.2655391891235936,13.81042410459243,0.5090355678104848,138.3148260109484,26.77355771927581,139.2665791348695
Best Rise Time,12.842825151850379,10.073150981076628,3.368158980200599,97.41579431073718,4.383317498612739,1165.279853349092,0.398413660666099,1116.1504054360228
