y_true,y_pred,abs_error
5.22283270252268,5.640807,0.4179744492717532
7.24894659265363,8.140346,0.8913989807716627
15.7569519687969,15.445304,0.3116480518657472
14.4535541993252,12.320469,2.1330852967373097
4.91487130290338,46.94106,42.02618780964545
12.2507672823184,11.832809,0.417957834076212
17.5367079432618,17.40196,0.13474757033699447
9.77069719950059,6.2176948,3.553002440131694
8.55849280238805,9.004572,0.4460791122848011
11.108123078791,11.674526,0.5664031358086099
10.5735040233881,12.153576,1.5800718738286967
3.5527136788005e-13,3.0631607,3.063160657882335
17.3310719803062,15.148501,2.1825705841269993
35.1996962876175,27.75658,7.443115934834296
6.80721010427336,8.1654625,1.3582523896231242
17.3152046161714,15.099396,2.2158088642182747
17.2648660546515,15.994783,1.2700826531622411
0.0,0.702566,0.7025660276412964
13.0983114779032,12.952113,0.14619832635290742
0.0,-0.64331496,0.6433149576187134
14.0802330392807,14.480905,0.4006715398818983
9.5948046068542,11.985193,2.390388645709276
0.0,-0.5281619,0.528161883354187
13.4766021807818,8.055225,5.421376808467347
9.21031580824396,9.031778,0.17853747267267117
7.06951604534978,4.932472,2.137043816345874
16.2836348235237,16.554604,0.27096875313645796
5.47861952404622,9.541971,4.063351682618819
12.1125786347323,11.140981,0.9715979142122801
12.9216488654328,12.05881,0.8628386313629761
13.614633706171,13.621922,0.007287833135640298
50.4789328993881,11.64672,38.832212966831946
6.16477019439527,7.9622316,1.7974614416520929
16.3930598167367,16.227442,0.1656180290169722
6.50942102203425,10.161023,3.6516021179193636
14.8904135184064,16.629866,1.7394521279559054
6.82191784256707,10.285256,3.4633385432361523
1.05561647818508,14.299982,13.244365592737772
5.36111188548654,7.49034,2.129228347362581
3.62026993105784,3.4554842,0.16478577921763016
0.0556450691834742,1.505765,1.4501198920592016
15.442064420438,14.3351345,1.1069299142124134
0.5424217620974,-0.83208925,1.3745110074167664
8.78915794324429,9.258833,0.46967498827426546
15.9322853631559,14.476467,1.455818230587541
0.0,0.33901137,0.33901137113571167
1.77635683940025e-13,0.8899621,0.8899620771406305
9.81500441706147,10.498492,0.6834878238442919
8.85846739368703,7.8866243,0.9718430574443548
12.1573696655618,13.2235365,1.0661668258322425
17.4840855454802,17.853893,0.3698077345490951
15.1671072155218,13.882188,1.2849193721990453
5.81888970090951,6.3099713,0.4910816316405384
0.136730289189213,-75.934074,76.07080469104469
0.0,-0.651415,0.6514149904251099
9.0646450285798,7.712529,1.3521158461457183
0.0,-3.804431,3.8044309616088867
14.2377146413707,9.074688,5.163026683607027
15.5381011049634,15.752939,0.21483811927976326
60.9367118610709,141.91574,80.97902910572597
16.415946861797,16.16093,0.25501622825207804
318.970381799658,197.82835,121.14202791782208
16.7431661324439,17.233526,0.4903600974144986
11.4328727094802,11.51089,0.07801729753884246
7.60676639242799,9.716719,2.1099522812780647
12.4285786917199,13.032431,0.6038519570838101
1.64389572519308,1.6343945,0.009501198711451497
12.6110935492533,10.977783,1.6333103461282992
90.9941293835244,407.04965,316.05552271608497
9.20277577247139,10.108641,0.9058648983049764
7.70732760530475,7.042407,0.664920569477113
5.96292117174535,5.6323433,0.33057787950902195
10.1360484704044,9.061665,1.0743838891055724
3.39334812297865,3.805902,0.4125538812632934
10.5094080403815,31.718103,21.208695368431975
0.0,10.731434,10.731433868408203
5.79415695382357,6.37086,0.57670314596891
27.6579608696541,8.86262,18.79534051595537
7.82261075399748,6.32087,1.5017408313595402
15.1805491885496,8.672566,6.5079827746702055
14.1001601009111,12.647058,1.4531025676469405
13.2891223574609,9.847425,3.441696896645471
218.642506215805,20.596283,198.04622325682064
9.72831343310385,10.479006,0.7506923804947832
9.23318987571244,5.906697,3.3264930792952043
10.6983546124488,10.670501,0.02785385713874078
14.20740584166,14.327373,0.11996670930435549
20.8836009877578,11.985825,8.897776402796861
230.274535599072,88.00061,142.2739252475095
0.0,1.4220631,1.4220631122589111
0.0,3.860209,3.8602089881896973
32.3744044448556,10.153842,22.220562472504525
12.5678463357968,11.64767,0.9201765436215066
9.45319867539869,8.056791,1.396407369856698
10.8729055981915,9.986309,0.8865965466778274
14.9927626657375,15.6848345,0.6920718145481448
8.48823489955666,6.5285387,1.9596961956382035
83.9590787696724,52.65224,31.306838016498574
10.0465787715858,10.460619,0.4140402011925204
14.2530610321989,11.700208,2.552853321932787
171.564994442743,315.29837,143.73337591858512
0.0,0.9669488,0.9669488072395325
9.79133715396765,11.764766,1.9734285854732683
2.17891417800868,7.1365757,4.957661520843859
0.0,6.2138686,6.213868618011475
0.0,3.3152673,3.315267324447632
