,R2,MAE
ISE,-0.005917374572589118,349.19658867192584
Overshoot,-0.8168141974837702,34.708639180237654
SettlingTime,0.9334557188149538,1.7569803928899912
RiseTime,0.7437818868901238,0.7590873109983122
