,R2,MAE
ISE_log,0.7187050580978394,1.5220086574554443
Overshoot,0.9090138673782349,3.9987051486968994
SettlingTime_log,0.9575108885765076,2.0904266834259033
RiseTime_log,0.6063147783279419,1.8112848997116089
