,MAE,MSE,R2
Kp,0.6814926966850476,0.6402091228832163,-0.19377030991573263
Ki,0.25075218339245764,0.0882173618633081,0.03292392848499204
Kd,0.28453709375116076,0.120138013010352,-0.4925352829764027
