Target,MAE,R2
ISE,1.7613357668289804,0.7190842130547241
Overshoot,0.07763415271803238,0.7731086192909234
settling_time,14.561159955922738,0.8397464520653555
SSE,0.0384065733883935,-1.6506323957004496
rise_time,1.0493963054850468,0.8776242776764571
