y_true,y_pred,abs_error,rel_error_%
0.0,0.9974867,0.9974867,99748670.0
4.7287617,4.7723737,0.043612003,0.92227113
2.907038,2.4022768,0.5047612,17.36342
2.3905852,1.3899317,1.0006535,41.8581
0.0,0.10234574,0.10234574,10234574.0
0.3737383,0.4563723,0.082634,22.110125
0.0,0.09042136,0.09042136,9042136.0
0.41340706,0.48460874,0.07120168,17.22314
1.5241407,2.3850925,0.8609518,56.487682
0.0,0.032860287,0.032860287,3286028.8
0.85398453,1.2920315,0.438047,51.294487
0.122048944,0.32446706,0.20241812,165.84996
4.9600477,6.29237,1.3323221,26.861074
0.36420578,0.30202362,0.06218216,17.073359
2.569494,2.2255142,0.34397984,13.387065
3.9170258,4.1103563,0.19333053,4.935646
0.07526135,0.1891105,0.113849156,151.27174
0.0,0.0850038,0.0850038,8500381.0
0.7633403,0.8304212,0.067080915,8.787813
0.0,0.21994404,0.21994404,21994404.0
0.8085518,0.81548154,0.006929755,0.8570577
0.0,0.28299788,0.28299788,28299788.0
0.0,0.26941362,0.26941362,26941362.0
8.311376,11.46645,3.1550741,37.960915
0.15782271,0.17892039,0.021097675,13.367958
0.8726207,0.64188826,0.23073244,26.44132
1.4093486,1.6241786,0.21483004,15.243215
0.3164875,0.33251518,0.016027689,5.064241
0.22946885,0.1604995,0.068969354,30.056086
0.08832731,0.35376355,0.26543623,300.51434
10.155021,5.54581,4.6092105,45.38849
0.072133586,0.037136313,0.034997273,48.517307
0.34061274,0.70902216,0.36840943,108.16079
0.20074837,0.18907572,0.011672646,5.8145657
0.0,0.7495378,0.7495378,74953784.0
10.638387,9.358667,1.2797194,12.029262
0.0,0.016592167,0.016592167,1659216.8
1.9123508,1.3795338,0.532817,27.861887
0.15986371,0.5603503,0.4004866,250.51752
0.22776815,0.28827214,0.06050399,26.563848
2.546667,1.7850056,0.7616615,29.90817
16.251484,6.9414897,9.309994,57.287037
0.566321,2.91098,2.3446589,414.01587
0.0,3.9883776,3.9883776,398837760.0
1.2131287,1.440594,0.22746527,18.7503
1.4451014,1.5349276,0.089826226,6.2159114
4.2242475,3.5108762,0.7133713,16.887535
0.47959426,1.7478933,1.2682991,264.4525
0.17176475,0.16079658,0.010968164,6.385573
0.0,0.013703988,0.013703988,1370398.8
0.38035014,0.5175091,0.13715896,36.061234
19.062256,20.470798,1.4085426,7.3891706
0.516548,0.13638005,0.38016793,73.59779
0.49549276,0.4331348,0.062357962,12.58504
0.22118604,0.38695887,0.16577283,74.947235
38.734318,7.726821,31.007496,80.05174
0.067063875,0.0553442,0.011719674,17.47539
1.4093733,1.4343779,0.025004625,1.7741662
0.0,0.5058644,0.5058644,50586436.0
0.698689,0.6685128,0.030176163,4.3189692
0.146725,0.20560117,0.05887617,40.126884
1.7644515,1.3218772,0.44257426,25.082825
0.4573972,0.38931692,0.068080276,14.884279
0.054241173,0.27108642,0.21684524,399.7798
2.2599053,2.4870422,0.22713685,10.050724
0.0,0.097352214,0.097352214,9735222.0
0.7556552,3.0055556,2.2499003,297.74164
