type,K,T1,T2,Td,zeta,omega_n,num,den,sprunghoehe_target,sprungzeit_target,Kp,Ki,Kd,Tu,Tg,Overshoot,Label,type_PT1,type_PT1+Td,type_PT2,type_PT2+Td,ISE
PT1+Td,1.5101732144958122,45.00489829408588,0.0,1.1829810587083291,,,[1.5101732144958122],"[45.004898294085876, 1]",1,20,1.9729259486235944,0.2581843538514055,0.7344897955846567,29.514757378689342,9.204602301150574,0.248332351541941,good,False,True,False,False,7.9042958487497765
PT2,1.1768666790526012,24.932590588760064,14.732730065017476,0.0,,,[1.1768666790526012],[367.32512697  39.66532065   1.        ],1,20,0.938581653718658,0.0279241822811162,0.679293148687686,92.34617308654326,32.71635817908954,0.0,good,False,False,True,False,4.898021777364061
PT2+Td,1.6189979586728636,34.720575724318465,1.2669373521917473,2.7613382034042817,,,[1.6189979586728636],[43.98879427 35.98751308  1.        ],1,20,1.702780438538657,0.5959723659561018,0.3672980292878311,17.208604302151073,6.4032016008004,0.5335545554683061,good,False,False,False,True,0.0
PT1,1.8328851038871783,14.97534836770712,0.0,0.0,,,[1.8328851038871785],"[14.97534836770712, 1]",1,20,0.8504771287856528,0.9765297200740268,0.0125611940827631,8.404202101050524,3.1015507753876936,0.4702929102583332,good,True,False,False,False,9.210440366976517
PT1,2.642244608581588,30.97479545640474,0.0,0.0,,,[2.642244608581588],"[30.97479545640474, 1]",1,20,0.666650301303576,0.951699651941108,0.1380109130847932,10.40520260130065,3.901950975487744,0.6149742437164681,good,True,False,False,False,0.0
PT2,1.9899018440076572,8.108093352990672,29.695887876341367,0.0,,,[1.9899018440076575],[240.7770311   37.80398123   1.        ],1,20,2.6507338141986083,0.1760409574265875,0.0499435766238029,22.71135567783892,9.30465232616308,0.4327995230376164,good,False,False,True,False,8.183624732160524
PT1+Td,0.6543911401126957,17.25486307712456,0.0,1.9543442501376864,,,[0.6543911401126957],"[17.25486307712456, 1]",1,20,2.633952928467074,0.4580191256424298,0.8703130602317788,22.211105552776388,6.803401700850425,0.1444651592739089,good,False,True,False,False,7.25257141171031
PT1,2.686460391849252,3.536690231342308,0.0,0.0,,,[2.6864603918492516],"[3.536690231342308, 1]",1,20,2.321287685916598,0.5117060869338054,0.9822097369362924,122.96148074037018,0.5002501250625312,6.661338147750953e-16,good,True,False,False,False,0.0
PT1+Td,2.872739117338282,17.576435932150325,0.0,1.5735150557231194,,,[2.872739117338282],"[17.576435932150325, 1]",1,20,0.8631528522272148,0.339464761617229,0.3256581294395586,12.00600300150075,3.901950975487744,0.2807649182536559,good,False,True,False,False,0.0
PT1,2.708234927144396,40.80734119566956,0.0,0.0,,,[2.708234927144396],"[40.80734119566956, 1]",1,20,1.3400706417703432,0.8780749225741865,0.2561728219748078,11.805902951475735,4.102051025512756,0.4964781200722789,good,True,False,False,False,0.0
PT1,2.29795877731385,17.875377677301124,0.0,0.0,,,[2.29795877731385],"[17.875377677301124, 1]",1,20,2.2202257559880887,0.332985564425516,0.700970465392168,12.606303151575789,3.001500750375188,0.1004616776730341,good,True,False,False,False,0.0
PT2,0.9974805467557276,10.16451404936893,35.45690450096202,0.0,,,[0.9974805467557277],[360.40220395  45.62141855   1.        ],1,20,2.2662571951554407,0.1873588738436777,0.1631624914103667,41.82091045522761,17.10855427713857,0.4657315820075053,good,False,False,True,False,6.964207228609769
PT2+Td,0.969876055452102,6.9506908030193575,25.71673361172549,3.625989748558438,,,[0.969876055452102],[178.7490638   32.66742441   1.        ],1,20,2.930719322599828,0.5269587311661024,0.4672096750345706,24.0120060030015,9.504752376188094,0.7694604654589099,good,False,False,False,True,8.276144609868627
PT1,2.559981275803584,35.55954342598916,0.0,0.0,,,[2.5599812758035836],"[35.55954342598916, 1]",1,20,0.9462022291739256,0.4170320129484802,0.0160248577238945,16.408204102051023,5.702851425712856,0.4377471837569764,good,True,False,False,False,0.0
PT1,2.0993488481488694,14.48432997461482,0.0,0.0,,,[2.0993488481488694],"[14.48432997461482, 1]",1,20,1.8522287046301915,0.1333851352044467,0.4349620223230548,27.013506753376685,3.8019009504752375,0.0030209368485379,good,True,False,False,False,0.0
PT1+Td,0.9607602609872476,1.6281696484166477,0.0,4.3246187027710645,,,[0.9607602609872476],"[1.6281696484166477, 1]",1,20,2.8802116652996217,0.6482485880882399,0.5924572845130287,165.28264132066033,0.80040020010005,4.44089209850063e-16,good,False,True,False,False,6.433238484311033
PT1+Td,0.8480739060114785,14.931915247102708,0.0,4.312531681918783,,,[0.8480739060114785],"[14.931915247102708, 1]",1,20,1.6799958095712693,0.7318259269074306,0.2586028516179643,14.207103551775887,5.002501250625312,0.2881575122064929,good,False,True,False,False,0.0
PT1,0.8694015124633965,29.054494909231213,0.0,0.0,,,[0.8694015124633965],"[29.054494909231213, 1]",1,20,2.405444438355674,0.855521335852737,0.8161147746885562,17.90895447723862,6.103051525762881,0.3642132414147536,good,True,False,False,False,7.083977566083457
PT2,2.44046150382761,2.355169943464044,35.23686893878762,0.0,,,[2.44046150382761],[82.98881463 37.59203888  1.        ],1,20,1.8126564417765687,0.7724291667629825,0.8605936579426936,13.706853426713357,5.202601300650325,0.8049050826862338,good,False,False,True,False,0.0
PT1+Td,2.8542142372115102,47.52118325511688,0.0,4.630473909909156,,,[2.8542142372115102],"[47.521183255116874, 1]",1,20,1.5113124712922683,0.4587016453741071,0.1259639340556132,16.50825412706353,5.402701350675337,0.3817373638522624,good,False,True,False,False,0.0
PT1,1.8586660220861269,34.5093425842966,0.0,0.0,,,[1.8586660220861269],"[34.5093425842966, 1]",1,20,2.7759562953449937,0.3123528867476517,0.8768060560420118,19.80990495247624,5.202601300650325,0.1515633540822052,good,True,False,False,False,5.04475130389256
PT2,2.9733967483947525,21.3261498905357,8.318999972968946,0.0,,,[2.9733967483947525],[177.41224036  29.64514986   1.        ],1,20,2.64441482453304,0.026724204111064,0.0795480618416436,15.20760380190095,6.803401700850425,0.209479399897146,good,False,False,True,False,4.909355203009176
PT1,2.8112117193827397,3.668339955387824,0.0,0.0,,,[2.8112117193827393],"[3.6683399553878244, 1]",1,20,0.6964571069344789,0.6296363112041673,0.5180862323703764,5.002501250625312,1.4007003501750874,0.1442914785258175,good,True,False,False,False,0.0
PT2+Td,0.7200828419586633,36.11811073995102,1.373204189775617,3.6500318931430016,,,[0.7200828419586633],[49.59754099 37.49131493  1.        ],1,20,2.8544211471784378,0.7041937173730296,0.2461486904409069,24.0120060030015,8.904452226113056,0.4477848032026948,good,False,False,False,True,8.068406773042746
PT1,2.004287082515493,5.020409954776823,0.0,0.0,,,[2.004287082515493],"[5.020409954776823, 1]",1,20,1.321973135741814,0.366053854396311,0.0861970295879011,8.004002001000499,1.8009004502251125,0.0300769482213803,good,True,False,False,False,0.0
PT1,0.7831280093235305,11.223346731710038,0.0,0.0,,,[0.7831280093235305],"[11.223346731710038, 1]",1,20,0.7912958101498836,0.7473792097912685,0.2621762550594489,13.406703351675835,5.102551275637818,0.3588492066388427,good,True,False,False,False,0.0
PT1+Td,1.315969098730065,33.65757792243489,0.0,0.6688905700675524,,,[1.315969098730065],"[33.65757792243489, 1]",1,20,0.6672131713625233,0.2240059800548626,0.9315883083431952,32.61630815407704,11.905952976488244,0.3841688454209954,good,False,True,False,False,7.745715057760139
PT1+Td,1.957616823970117,24.29172568725964,0.0,4.09901347990977,,,[1.957616823970117],"[24.29172568725964, 1]",1,20,1.1850955407818036,0.7203856902504268,0.9488372215868076,12.30615307653827,4.202101050525262,0.4092783835722332,good,False,True,False,False,0.0
PT1+Td,0.8429692379128452,45.02353139817363,0.0,0.5351049291777121,,,[0.8429692379128452],"[45.02353139817363, 1]",1,20,0.9131660465435532,0.504179882271435,0.8906792112443945,31.315657828914457,11.605802901450724,0.5568121998685823,good,False,True,False,False,7.901757746630671
PT1+Td,2.356565986205168,43.79410574530733,0.0,2.183631442939599,,,[2.356565986205168],"[43.794105745307334, 1]",1,20,0.8120028811664505,0.7910066071511522,0.4150911704259607,14.507253626813403,5.302651325662831,0.5998534991541881,good,False,True,False,False,0.0
PT1+Td,0.5023112694025709,49.66719463215322,0.0,2.122265748710721,,,[0.5023112694025709],"[49.66719463215322, 1]",1,20,2.071047327166798,0.0725313454025579,0.9884894268054268,128.56428214107052,37.61880940470235,0.0314114719972936,good,False,True,False,False,4.677433576870543
PT1,1.0412940994735596,9.131675507968817,0.0,0.0,,,[1.0412940994735596],"[9.131675507968815, 1]",1,20,2.3802469889868645,0.5497844707196862,0.4618344029966434,11.50575287643822,3.1015507753876936,0.0856854400312475,good,True,False,False,False,0.0
PT1,2.144576872012364,45.90609986923256,0.0,0.0,,,[2.144576872012364],"[45.90609986923256, 1]",1,20,0.7821267897005362,0.7276593784103832,0.8220978119338965,16.408204102051023,6.003001500750375,0.5969071134945496,good,True,False,False,False,0.0
PT2,0.5043186255429167,9.12824051478314,26.46199453216252,0.0,,,[0.5043186255429167],[241.55145059  35.59023505   1.        ],1,20,0.5926663702061137,0.1078324967695291,0.0130863342723435,79.63981990995497,34.817408704352175,0.3190323510509921,good,False,False,True,False,4.766953822579598
PT1+Td,1.4163909356288502,35.98624994477348,0.0,0.7102846362727206,,,[1.4163909356288502],"[35.98624994477348, 1]",1,20,2.6649367567781126,0.8979889867842724,0.5364794253045919,14.707353676838418,4.8024012006003,0.3594363437921165,good,False,True,False,False,0.0
PT1,2.4123694758046392,36.16617831539818,0.0,0.0,,,[2.4123694758046392],"[36.16617831539818, 1]",1,20,1.6760276246783223,0.7145661650759735,0.3103926779383668,12.706353176588294,4.202101050525262,0.3952645412325234,good,True,False,False,False,0.0
PT2,1.1481763133429972,1.0020167388247885,6.373639889906114,0.0,,,[1.1481763133429972],[6.38649386 7.37565663 1.        ],1,20,1.1366856919661357,0.3613011636066671,0.3855285936538107,11.605802901450724,4.202101050525262,0.137898267420241,good,False,False,True,False,0.0
PT1,0.961016122480933,3.365665635292562,0.0,0.0,,,[0.961016122480933],"[3.365665635292562, 1]",1,20,1.4659119857809206,0.3799428956952253,0.2390217265571392,134.8674337168584,2.6013006503251623,1.4432899320127057e-15,good,True,False,False,False,7.416015432475636
PT1,0.5492385643447513,10.910917609999148,0.0,0.0,,,[0.5492385643447513],"[10.910917609999148, 1]",1,20,2.765807013090812,0.3185577756675335,0.9827933136552148,30.61530765382691,6.703351675837919,0.0156521074658967,good,True,False,False,False,7.461665160210871
PT1+Td,2.2659889363080765,42.89802918575532,0.0,0.3439233623244245,,,[2.2659889363080765],"[42.89802918575532, 1]",1,20,1.8306297046785975,0.399623452097603,0.3839228380764872,18.609304652326163,5.9029514757378685,0.3082841863881593,good,False,True,False,False,6.802511303671149
PT1,1.7635089799715922,45.000084080234345,0.0,0.0,,,[1.7635089799715922],"[45.000084080234345, 1]",1,20,0.8718732598534558,0.3549441119439148,0.9303494547837828,25.31265632816408,9.104552276138069,0.4652445689416282,good,True,False,False,False,8.288461409148761
PT1+Td,2.950069853367217,11.941198173834064,0.0,0.6277649469662478,,,[2.950069853367217],"[11.941198173834065, 1]",1,20,0.6375841243921472,0.6808209969781006,0.9829882709538188,7.903951975987994,2.6013006503251623,0.357433200590156,good,False,True,False,False,8.761962617701627
PT1+Td,2.5168920469987937,11.224730048362357,0.0,3.6807580812722898,,,[2.5168920469987937],"[11.224730048362357, 1]",1,20,1.618928824302895,0.6062102111033015,0.0895299293844582,7.003501750875437,2.0010005002501248,0.1774252062777902,good,False,True,False,False,6.577511152768248
PT1,0.8697872129129748,38.69583939453634,0.0,0.0,,,[0.8697872129129748],"[38.69583939453634, 1]",1,20,1.9700652655205484,0.5041758801088629,0.5497678997459072,27.113556778389192,9.404702351175589,0.3655576095236514,good,True,False,False,False,8.098942371828127
PT1,2.9312653606522168,15.66682883167686,0.0,0.0,,,[2.9312653606522168],"[15.66682883167686, 1]",1,20,2.0507469255156874,0.5248229688085209,0.8062185844834052,8.504252126063031,2.101050525262631,0.1421582811186533,good,True,False,False,False,8.550208859315477
PT1+Td,2.1419481391586146,48.108743779423634,0.0,1.6639709972916217,,,[2.1419481391586146],"[48.108743779423634, 1]",1,20,0.911176529926132,0.9995928744862272,0.6763153456665525,14.307153576788393,5.202601300650325,0.6231644947094059,good,False,True,False,False,0.0
PT1+Td,0.9427060405767196,20.32596875048045,0.0,2.5299145603376574,,,[0.9427060405767197],"[20.32596875048045, 1]",1,20,1.298979423878336,0.4057003862314228,0.9015540377354884,21.810905452726363,7.603801900950475,0.2793108516396919,good,False,True,False,False,7.629227553756325
PT1,0.7414673224803404,18.869921935865765,0.0,0.0,,,[0.7414673224803404],"[18.869921935865765, 1]",1,20,0.7659762703402648,0.1984687293300348,0.2204628419898119,36.01800900450225,13.30665332666333,0.1999364894251887,good,True,False,False,False,7.347230948609238
PT2,1.45840227341765,14.645323327037657,23.101093539883934,0.0,,,[1.45840227341765],[338.3229841   37.74641687   1.        ],1,20,0.9885435539640054,0.0229050799551368,0.6295510176467503,68.9344672336168,27.113556778389192,0.0,good,False,False,True,False,5.506550461651799
PT1+Td,1.2362597178531736,27.042419925343918,0.0,1.3561440720604925,,,[1.2362597178531736],"[27.042419925343914, 1]",1,20,0.8500075128774869,0.6290919909188349,0.7725996246619947,17.90895447723862,6.603301650825412,0.4882933730541597,good,False,True,False,False,6.5242833612753675
PT1+Td,2.9039599831630087,28.453738411512884,0.0,2.9964936289171757,,,[2.9039599831630087],"[28.453738411512884, 1]",1,20,0.8002162538858588,0.2051313564272515,0.9644300877266648,20.310155077538766,6.503251625812906,0.2860289583255186,good,False,True,False,False,6.0341753777372125
PT2+Td,2.976020900567346,16.40568574868777,5.986093051323881,0.7506805743211631,,,[2.976020900567346],[98.20596146 22.3917788   1.        ],1,20,1.60925725609434,0.0376162196241394,0.6719850483948093,15.20760380190095,6.803401700850425,0.0697038636574605,good,False,False,False,True,0.0
PT2+Td,0.7797738847449336,8.233680274795248,44.37606762540203,2.2281643155194337,,,[0.7797738847449336],[365.37835268  52.6097479    1.        ],1,20,2.599504241610651,0.2047328211583391,0.2780845597067455,48.12406203101551,18.90945472736368,0.4474059310411792,good,False,False,False,True,6.682954973606042
PT1+Td,1.314514948512131,36.90778039562117,0.0,4.3309571162785945,,,[1.314514948512131],"[36.907780395621174, 1]",1,20,2.4492986809645187,0.2638963269469285,0.9529960632022608,27.91395697848924,8.104052026013006,0.1782571501975425,good,False,True,False,False,7.602278594989461
PT1+Td,2.716739023425778,31.1287043071531,0.0,4.172519191844326,,,[2.716739023425778],"[31.1287043071531, 1]",1,20,0.8258934762008356,0.4380729425317021,0.3468295252157263,14.807403701850925,5.202601300650325,0.4421726747357431,good,False,True,False,False,0.0
PT1+Td,2.237926417520658,28.391489822480214,0.0,1.1888322849350104,,,[2.237926417520658],"[28.391489822480214, 1]",1,20,2.893474790843448,0.3978783278232545,0.1502639775066215,13.706853426713357,3.601800900450225,0.1418150808839423,good,False,True,False,False,0.0
PT1+Td,0.7222457136419655,27.185311075925974,0.0,2.8749034560238207,,,[0.7222457136419655],"[27.185311075925974, 1]",1,20,2.6281511000712223,0.7843317287481214,0.6776977735868994,19.80990495247624,6.803401700850425,0.3245603787792071,good,False,True,False,False,6.787063722769285
PT1,2.8698494950156643,34.36557604834544,0.0,0.0,,,[2.8698494950156643],"[34.36557604834544, 1]",1,20,2.9002026555345357,0.3995089319371157,0.5721982532853594,13.30665332666333,3.4017008504252124,0.1498173295655501,good,True,False,False,False,0.0
PT1+Td,0.8492881556555466,21.45580439772347,0.0,0.3536531969064269,,,[0.8492881556555466],"[21.45580439772347, 1]",1,20,1.1111734690293282,0.2870190102185947,0.868193537337637,28.71435717858929,10.205102551275637,0.2493880866163545,good,False,True,False,False,7.8503505699757925
PT1+Td,1.109526737793904,38.91611351386613,0.0,4.395995173699824,,,[1.109526737793904],"[38.91611351386613, 1]",1,20,1.5410512592630436,0.8886188287768155,0.0263369230308764,18.309154577288645,6.703351675837919,0.5156506071806086,good,False,True,False,False,0.0
PT1,1.7231476432752244,19.64479023897719,0.0,0.0,,,[1.7231476432752244],"[19.64479023897719, 1]",1,20,2.1882754349499445,0.7462954548100289,0.469120994435768,10.605302651325662,3.301650825412706,0.2552769784840933,good,True,False,False,False,0.0
PT1,1.4030105271272468,8.48267760491593,0.0,0.0,,,[1.4030105271272468],"[8.48267760491593, 1]",1,20,1.6922227128209817,0.8081777735060887,0.7277835163277406,8.004002001000499,2.40120060030015,0.1850794981900548,good,True,False,False,False,9.210440366976517
PT2,2.764949472011985,4.779804285402753,2.7935950580963054,0.0,,,[2.764949472011985],[13.35283763  7.57339934  1.        ],1,20,1.3979907186327805,0.8059008083338257,0.7744406270117928,5.60280140070035,2.101050525262631,0.5573278595827985,good,False,False,True,False,0.0
PT2+Td,2.666348472834442,1.914103163406724,16.812572749483415,2.014159093796361,,,[2.666348472834442],[32.18099868 18.72667591  1.        ],1,20,2.9381717179369504,0.7403407624493559,0.8668455301307498,7.103551775887944,2.7013506753376686,0.4196587702047637,good,False,False,False,True,0.0
PT1+Td,1.069340336883092,21.066021597862026,0.0,3.348720287907568,,,[1.069340336883092],"[21.066021597862026, 1]",1,20,1.4055166067190663,0.8590009008983889,0.9344283739835004,14.207103551775887,5.102551275637818,0.4067896656910829,good,False,True,False,False,0.0
PT2,2.2215439730847035,48.81910012455528,45.01859578589346,0.0,,,[2.2215439730847035],[2.19776734e+03 9.38376959e+01 1.00000000e+00],1,20,2.26342327554073,0.0228839357759115,0.528925235236893,68.33416708354177,29.914957478739368,0.2402158562038764,good,False,False,True,False,5.315202556869119
PT1+Td,0.6607776937453442,29.10084943307726,0.0,3.1736517189451927,,,[0.6607776937453442],"[29.10084943307726, 1]",1,20,2.782202380069889,0.9243883862883456,0.6469617302507686,19.80990495247624,6.903451725862931,0.3583709564485145,good,False,True,False,False,6.813142859799218
PT1+Td,2.5537304160558456,46.66678338013998,0.0,2.346193056107969,,,[2.5537304160558456],"[46.66678338013998, 1]",1,20,1.7022109632941862,0.1740633248161889,0.141059158533769,26.41320660330165,7.603801900950475,0.1949207802450001,good,False,True,False,False,7.763630785064015
PT2+Td,1.5279086365131072,16.49775662865642,41.16258340323336,1.3520006243981724,,,[1.5279086365131072],[679.09028319  57.66034003   1.        ],1,20,2.0235479420958216,0.165695463069721,0.0865764656161844,44.922461230615305,18.10905452726363,0.723927818991448,good,False,False,False,True,6.9298828289173215
PT1,2.618285880762767,22.370512526082628,0.0,0.0,,,[2.618285880762767],"[22.370512526082628, 1]",1,20,2.2039771362351663,0.4765644148053459,0.4624950702247409,10.805402701350674,3.001500750375188,0.1761136744552686,good,True,False,False,False,6.5137491593929795
PT1,0.8058722269158215,42.75514620636834,0.0,0.0,,,[0.8058722269158215],"[42.75514620636834, 1]",1,20,0.7921191938842924,0.3682623132427753,0.174760145245141,36.51825912956478,14.10705352676338,0.4539832511507082,good,True,False,False,False,7.467762760437951
PT1+Td,1.4667275903284027,33.075314691736835,0.0,4.3656252576203896,,,[1.4667275903284027],"[33.075314691736835, 1]",1,20,1.9981060781154552,0.9885660819437568,0.3921620970199819,13.506753376688344,4.702351175587793,0.4295892106506889,good,False,True,False,False,0.0
PT2+Td,1.7723758370914178,1.4468344919998244,10.522457259395562,2.7135745289901565,,,[1.7723758370914178],[15.2242541  11.96929175  1.        ],1,20,2.409754220773173,0.4809324490870151,0.967404460493863,7.903951975987994,2.901450725362681,0.1875177776128002,good,False,False,False,True,4.729073471068352
PT1,1.2234532390533368,31.755227252492443,0.0,0.0,,,[1.2234532390533368],"[31.755227252492443, 1]",1,20,1.757662949029895,0.5444263000862085,0.7895653979713398,19.80990495247624,6.703351675837919,0.3529882316050284,good,True,False,False,False,7.939271818252964
PT1+Td,1.0578147052823377,26.28669418569133,0.0,4.703002476252372,,,[1.0578147052823377],"[26.28669418569133, 1]",1,20,1.16354913481117,0.4185305564832814,0.538044749058845,22.811405702851424,8.104052026013006,0.3580119936205492,good,False,True,False,False,7.643509635302793
PT1+Td,0.5724241487464433,3.096954057767737,0.0,3.5703173823806678,,,[0.5724241487464433],"[3.0969540577677375, 1]",1,20,1.4378888021108125,0.4900333567496111,0.5047323634325837,23.611805902951478,3.8019009504752375,0.0006125624536714,good,False,True,False,False,0.0
PT1,1.725081132435156,37.14286730600606,0.0,0.0,,,[1.725081132435156],"[37.14286730600606, 1]",1,20,1.6019746045852634,0.6537876529834398,0.4552591433585838,16.30815407703852,5.60280140070035,0.4189899437617915,good,True,False,False,False,0.0
PT1+Td,2.865539052775421,36.47541990889712,0.0,0.1977404756940681,,,[2.865539052775421],"[36.47541990889712, 1]",1,20,1.1042445961170742,0.4550652408196515,0.2532390674512311,14.90745372686343,5.102551275637818,0.4092933127299794,good,False,True,False,False,0.0
PT1+Td,0.8072071749966843,23.84836049322146,0.0,4.404644986850142,,,[0.8072071749966843],"[23.84836049322146, 1]",1,20,2.2476620313655267,0.3209027521412337,0.1879563477077571,27.313656828414207,8.604302151075537,0.1676694397188654,good,False,True,False,False,7.597756339600515
PT1+Td,1.417345056289751,13.67956508723854,0.0,0.486082570854604,,,[1.417345056289751],"[13.67956508723854, 1]",1,20,2.75022806940889,0.947879021770778,0.0235684176824689,8.204102051025512,2.501250625312656,0.1995136795663862,good,False,True,False,False,9.210440366976517
PT1,1.121614748984732,42.12852890998651,0.0,0.0,,,[1.1216147489847321],"[42.12852890998651, 1]",1,20,0.93684219758661,0.0770623712030886,0.7674519021970797,67.83391695847924,22.71135567783892,0.1668052673403673,good,True,False,False,False,5.97871648463622
PT1+Td,1.650257961936011,10.367231312691564,0.0,2.650856512247339,,,[1.650257961936011],"[10.367231312691564, 1]",1,20,1.0243135240862102,0.740377688839187,0.6315778736324061,8.704352176088044,3.001500750375188,0.2991199358319888,good,False,True,False,False,8.245244983582428
PT1+Td,1.6780110483446158,43.06995020176885,0.0,4.065812679818869,,,[1.6780110483446158],"[43.06995020176885, 1]",1,20,1.5145479756105669,0.4543435641426429,0.4149279146752594,21.31065532766383,7.303651825912956,0.3975336980852672,good,False,True,False,False,7.396399689143809
PT1+Td,1.3191822916000926,34.67593066358606,0.0,2.5152334478918905,,,[1.3191822916000926],"[34.67593066358606, 1]",1,20,0.7330167787839632,0.6958169379931619,0.2542317907941126,18.509254627313656,7.003501750875437,0.5829267632230699,good,False,True,False,False,6.941912923440447
PT2,1.4800904662059398,43.758079604537095,5.024675367166441,0.0,,,[1.4800904662059398],[219.8701447   48.78275497   1.        ],1,20,2.627161552241851,0.0642098650575983,0.6486533161295244,36.21810905452726,13.406703351675835,0.0364348822179909,good,False,False,True,False,7.1552546861118556
PT1+Td,1.8970912977260683,19.103200075058044,0.0,1.7441724651456718,,,[1.8970912977260683],"[19.103200075058044, 1]",1,20,2.2837242921293357,0.3418078096282619,0.1991336926048109,13.806903451725862,3.601800900450225,0.1174261581595959,good,False,True,False,False,0.0
PT1,1.736191574944129,12.380735256465044,0.0,0.0,,,[1.736191574944129],"[12.380735256465043, 1]",1,20,2.792625376728215,0.5608756029245493,0.6203846296051474,9.30465232616308,2.2011005502751373,0.0928305135802788,good,True,False,False,False,8.782431509274772
PT1+Td,1.0039683838424986,39.58326655601528,0.0,2.073018404231815,,,[1.0039683838424986],"[39.58326655601528, 1]",1,20,2.246642254373856,0.8352164167298277,0.9045263237517414,19.80990495247624,6.903451725862931,0.4237036937725835,good,False,True,False,False,7.501018972849804
PT1+Td,0.9502155210247248,40.29150041664662,0.0,2.2445869055011918,,,[0.9502155210247247],"[40.29150041664662, 1]",1,20,0.8046434450820659,0.2461755615867398,0.5725338659025501,39.81990995497748,14.90745372686343,0.3936005135425522,good,False,True,False,False,7.310442153408294
PT1,0.8512676529573899,31.957310138422223,0.0,0.0,,,[0.8512676529573899],"[31.957310138422226, 1]",1,20,1.168990271211073,0.503587238141065,0.4078153687335727,25.81290645322661,9.504752376188094,0.4255073455114657,good,True,False,False,False,8.17415357270957
PT2+Td,1.6116415995343636,2.5888541346011085,19.525023465307758,3.830584771004133,,,[1.6116415995343636],[50.54743773 22.1138776   1.        ],1,20,1.7995558446037172,0.6946910161277345,0.1393923003027765,13.106553276638316,5.302651325662831,0.6941265806795528,good,False,False,False,True,0.0
PT1,2.863737831927439,24.71509655372654,0.0,0.0,,,[2.863737831927439],"[24.71509655372654, 1]",1,20,0.7839339243644301,0.2656998983875959,0.4843172053988946,16.50825412706353,5.5027513756878434,0.3179529205361436,good,True,False,False,False,0.0
PT1+Td,1.227779366143673,19.5428657589394,0.0,4.770257613232404,,,[1.227779366143673],"[19.542865758939396, 1]",1,20,2.106185681602024,0.6040309470431641,0.8605471334212126,14.507253626813403,4.602301150575287,0.2426130756427233,good,False,True,False,False,0.0
PT2,1.3472979744022224,6.640703977156903,42.05198281581303,0.0,,,[1.3472979744022224],[279.25476953  48.69268679   1.        ],1,20,1.2001885175543532,0.0581103283816596,0.3911982599111659,62.53126563281641,23.31165582791396,0.1646601334360667,good,False,False,True,False,5.9150189600515555
PT1+Td,0.98799396928223,43.13135118182039,0.0,3.1888900406546754,,,[0.9879939692822299],"[43.131351181820385, 1]",1,20,2.5118541629342825,0.6778823410569655,0.9954490343051536,22.811405702851424,7.803901950975487,0.3782588722999518,good,False,True,False,False,7.8807709088648945
PT1,0.6444175982822407,11.137829173192657,0.0,0.0,,,[0.6444175982822407],"[11.137829173192657, 1]",1,20,0.8599187290092237,0.3160354132099273,0.1362188270773444,23.911955977988992,8.80440220110055,0.1636702571589536,good,True,False,False,False,7.8439751766988595
PT1+Td,1.146227526995532,17.10572714408356,0.0,3.2025099239638046,,,[1.146227526995532],"[17.10572714408356, 1]",1,20,1.0398129688804385,0.7014862920515164,0.9839867191554892,14.007003501750876,5.002501250625312,0.3844726088544467,good,False,True,False,False,0.0
PT1+Td,1.4111856260367968,20.08490638171736,0.0,3.275019451259593,,,[1.4111856260367968],"[20.08490638171736, 1]",1,20,2.790172735520886,0.909052473122704,0.8743238746658242,10.805402701350674,3.301650825412706,0.2462213019495879,good,False,True,False,False,8.465798400972863
PT1+Td,2.9905165829614373,46.60909603984864,0.0,3.598877593916737,,,[2.9905165829614373],"[46.609096039848644, 1]",1,20,1.9909236607042409,0.3691687303386884,0.777082680069772,17.208604302151073,5.102551275637818,0.2620307018263502,good,False,True,False,False,0.0
PT1+Td,1.5367655304354475,24.74505436152636,0.0,3.9443535035762753,,,[1.5367655304354475],"[24.745054361526357, 1]",1,20,2.3640871842774915,0.924335663344105,0.3943386661040566,11.405702851425712,3.701850925462731,0.3226415330634367,good,False,True,False,False,8.075964833465289
PT1+Td,0.7247104817758877,4.262948315943716,0.0,3.893613530157537,,,[0.7247104817758877],"[4.262948315943716, 1]",1,20,0.7660300230606807,0.8636942280474941,0.7105123321827357,8.80440220110055,3.301650825412706,0.1901814687062268,good,False,True,False,False,5.42210715164093
PT1+Td,1.689192654654074,31.592740564117,0.0,3.482474857110277,,,[1.6891926546540739],"[31.592740564117, 1]",1,20,2.632128738219053,0.797286020801618,0.861795412696113,13.206603301650825,4.102051025512756,0.3023588282397814,good,False,True,False,False,0.0
PT1,0.8024892320312916,25.523448615606963,0.0,0.0,,,[0.8024892320312916],"[25.523448615606963, 1]",1,20,2.9948663205873225,0.2115759622964726,0.8323244352465187,35.81790895447724,9.104552276138069,0.0636783023784595,good,True,False,False,False,7.546362360899139
PT1,1.1157516725956835,26.548926244656183,0.0,0.0,,,[1.1157516725956835],"[26.548926244656183, 1]",1,20,2.118616522236928,0.8052855374998368,0.6444489272909351,15.407703851925962,5.202601300650325,0.3542994472758614,good,True,False,False,False,0.0
PT1+Td,1.200562204493846,24.42973196869749,0.0,1.8573278381296248,,,[1.200562204493846],"[24.42973196869749, 1]",1,20,1.64417659115204,0.3659759419551848,0.7549844086050224,21.410705352676334,7.003501750875437,0.2476906850274214,good,False,True,False,False,7.505916898865813
