,MAE,MSE,R2
Kp,74.40680799203835,7518.708512728756,-0.025987691751655495
Ki,76.09750718132011,7716.523041027475,0.007423262129044983
Kd,75.73018796112618,7704.564999667851,-0.015657575822707992
