,R2,MAE
ISE_log,0.7595348358154297,0.2042219489812851
Overshoot_log,0.506950855255127,2.885704517364502
SettlingTime_log,0.4262934923171997,3.3053107261657715
RiseTime_log,0.5074198246002197,0.2557176649570465
