Region,Parameter,R2_log,MAE_log,Samples
K<1 & T1<1,Kp,0.988578200340271,0.030753685161471367,27
K<1 & T1<1,Ki,0.9861571192741394,0.042250316590070724,27
5-10 & T1<1,Kp,0.9841245412826538,0.034512341022491455,101
5-10 & T1<1,Ki,0.984057605266571,0.044856101274490356,101
1-5 & T1<1,Ki,0.9760342240333557,0.049441851675510406,71
K<1 & T1<1,Kd,0.9754151701927185,0.18781960010528564,27
1-5 & T1<1,Kp,0.9713988900184631,0.04529854655265808,71
1-5 & T1<1,Kd,0.9630346894264221,0.27301913499832153,71
5-10 & T1<1,Kd,0.9588022232055664,0.26578274369239807,101
