,MAE,MSE,R2
Kp,75.54019914916725,8042.75039434534,-0.11798401296709748
Ki,79.79470585979863,8531.003176847826,-0.16073203932317615
Kd,79.59774751671772,9007.996826464472,-0.17674290533819104
