,Kp,Ki,Kd,ISE,Overshoot,SettlingTime,RiseTime,Cost
Best ISE,3.5027390599526225,0.02242629608008251,2.558922436856235,10.977555065853073,0.3621941014823774,207.06725155225985,37.828613825448436,0.4655568832678645
Best Overshoot,8.950127379470215,0.023666425110469902,4.708620896257743,19.177721672047554,0.003763330775378465,264.02056191681504,134.70282049920158,0.9502981286886166
Best Settling Time,3.695297277311224,0.011837388046267883,1.1314689304376069,14.097812607649642,0.5300872861830146,139.51764116584877,23.478663315656835,0.42540755326433455
Best Rise Time,9.346727898356537,9.696032010429331,5.3375698544573495,99.14130926227594,4.437959471517799,1326.5765197449132,0.6821002618601548,2.5197484485282766
