y_true_orig,y_pred_orig,abs_error,rel_error_percent
39.651318,10.655488,28.99583,73.12703
12.044678,3.8088613,8.235817,68.37723
7.938149,2.981183,4.956966,62.44486
8.684136,3.7926998,4.8914366,56.326115
7.1435747,2.3290296,4.814545,67.396866
18.277704,13.726465,4.551239,24.900496
17.62135,13.965116,3.6562338,20.748886
9.7180605,6.378594,3.3394666,34.36351
4.3282537,1.6895835,2.6386702,60.963856
2.6977167,5.2286386,2.530922,93.817184
3.9440498,6.4463077,2.5022578,63.44387
6.644552,4.3684554,2.2760968,34.25508
3.5777285,1.3783393,2.1993892,61.474457
5.7898917,3.5977635,2.1921282,37.861298
2.4521039,4.4664845,2.0143807,82.14908
5.4461465,7.331605,1.8854585,34.62005
11.279425,9.396499,1.882926,16.693459
3.1522927,1.270324,1.8819687,59.701584
2.5839262,4.411824,1.827898,70.741104
3.6576164,1.8842542,1.7733622,48.484093
10.183313,8.461546,1.7217674,16.907732
3.085023,1.4620748,1.6229482,52.60733
2.2659037,3.849309,1.5834053,69.87964
4.774132,3.3426795,1.4314523,29.983511
4.400971,5.8158765,1.4149055,32.14985
2.4274044,1.046206,1.3811984,56.90022
7.0109324,8.392082,1.3811498,19.699944
1.8040029,3.1581101,1.3541073,75.06126
2.4086702,1.1420052,1.266665,52.58773
3.4688046,4.709932,1.2411273,35.779682
10.44785,9.247312,1.2005386,11.490772
2.2482576,3.361897,1.1136394,49.53344
12.204269,13.186,0.98173046,8.044156
14.721128,15.692356,0.97122765,6.597508
1.0963349,2.0423381,0.9460032,86.28779
0.8907089,3.9076123e-05,0.8906698,99.99561
1.0151451,1.8953302,0.8801851,86.70535
3.1370595,3.9928985,0.855839,27.281569
2.0491223,1.2530963,0.796026,38.847168
1.3697424,2.1270304,0.757288,55.286892
1.17167,0.44928786,0.72238207,61.654057
5.2934065,4.5710907,0.7223158,13.6455765
3.8511674,3.1393404,0.71182704,18.483408
9.260376,8.555716,0.7046604,7.6094146
1.2285303,1.9108121,0.68228185,55.53643
2.4394343,3.1032815,0.6638472,27.213161
3.2029083,2.5556428,0.64726543,20.20868
7.5706773,6.9639087,0.6067686,8.01472
0.6607053,1.2352538,0.5745485,86.95987
2.3245292,2.8799868,0.5554576,23.895489
2.2333946,2.7738621,0.5404675,24.199373
3.752361,3.2463794,0.5059817,13.484355
0.9859322,1.4704139,0.48448175,49.139458
2.1815145,1.7319698,0.44954467,20.606998
0.66949946,1.1126285,0.443129,66.1881
2.623592,3.0664577,0.44286585,16.880135
4.327595,4.765583,0.4379878,10.120813
3.2873952,3.7098074,0.42241216,12.849448
0.54152846,0.94003654,0.39850807,73.5895
0.79916924,0.40326995,0.3958993,49.538853
0.47617984,0.8592529,0.3830731,80.44714
0.55591846,0.9310167,0.37509823,67.4736
2.467876,2.8230908,0.35521483,14.393545
0.7301967,0.40086636,0.32933035,45.101597
1.352935,1.6746798,0.3217448,23.781246
0.38052866,0.6994208,0.31889215,83.8024
1.7118541,2.0241833,0.31232917,18.24508
16.818077,16.52472,0.29335785,1.7443007
1.4706755,1.1861391,0.28453636,19.347324
3.2621841,3.5457115,0.28352737,8.691336
0.70896655,0.44315308,0.26581347,37.493088
0.75077885,0.99690557,0.24612671,32.782852
0.665103,0.42160898,0.24349403,36.609974
3.9997547,4.2011223,0.20136762,5.034499
0.6937967,0.8679744,0.1741777,25.105007
0.668371,0.49497756,0.17339346,25.942696
1.7764882,1.938462,0.16197383,9.117642
0.32896188,0.487807,0.15884513,48.28679
0.1531261,0.0,0.1531261,100.0
2.0643027,2.203616,0.13931322,6.748682
0.39015996,0.52713954,0.13697958,35.10857
0.17525712,0.31034267,0.13508555,77.0785
0.53941983,0.41319105,0.12622878,23.400843
3.5549102,3.4293137,0.12559652,3.5330436
2.6009605,2.7258801,0.12491965,4.802828
0.21281838,0.32577804,0.11295965,53.077957
1.6152636,1.5025065,0.11275709,6.980724
4.8352246,4.9368267,0.10160208,2.1012897
0.19855809,0.10123178,0.09732631,49.01654
0.7887764,0.8858309,0.09705448,12.304436
0.15280904,0.24971907,0.09691003,63.41904
0.21856816,0.3148822,0.09631403,44.065903
0.15302488,0.24539992,0.09237504,60.366028
0.15283063,0.06403657,0.08879406,58.099648
0.23365347,0.3200811,0.086427644,36.989666
0.30952588,0.3952884,0.08576253,27.707708
0.29235125,0.37624693,0.08389568,28.696878
0.22809215,0.30742013,0.079327986,34.77892
0.26526955,0.33779347,0.07252392,27.339708
16.133211,16.074911,0.05830002,0.36136648
0.21291323,0.26509333,0.052180097,24.50768
1.57171,1.6175709,0.045860887,2.9178975
0.15347931,0.19874957,0.045270264,29.496004
0.19951321,0.24308649,0.043573275,21.839794
0.43502,0.39369306,0.04132694,9.50001
0.15965869,0.19733642,0.037677735,23.598927
0.3836259,0.34622994,0.037395954,9.748027
0.27740782,0.31180695,0.034399122,12.400199
0.35966077,0.32861316,0.031047612,8.632471
0.27338108,0.3035208,0.030139714,11.024798
0.34242207,0.3684278,0.026005745,7.5946465
1.1464664,1.166631,0.020164609,1.7588487
0.16094269,0.17814827,0.017205581,10.690502
2.138951,2.1246202,0.014330864,0.66999495
0.31375897,0.32762805,0.013869077,4.4202967
0.31810504,0.33067065,0.012565613,3.9501457
0.3350262,0.3475098,0.012483597,3.7261553
0.37583524,0.38676557,0.01093033,2.908277
0.416357,0.41795167,0.0015946627,0.38300368
1.568205,1.5683501,0.0001450777,0.009251195
