y_true_orig,y_pred_orig,abs_error,rel_error_percent
175.06844,65.42171,109.64673,62.63078
215.88478,129.32426,86.56052,40.095703
152.3535,81.04994,71.30356,46.80139
117.67718,64.13684,53.540337,45.49764
113.55518,65.530876,48.024307,42.291603
178.99509,131.87718,47.117905,26.323574
89.33104,46.26908,43.06196,48.20492
70.105064,31.00634,39.098724,55.771614
84.054985,47.242874,36.81211,43.795277
88.81053,56.71121,32.099323,36.1436
125.7674,94.5062,31.2612,24.856361
153.99069,127.17828,26.812408,17.411707
102.62388,76.42882,26.19506,25.525309
34.71264,10.013505,24.699135,71.15315
40.690178,18.77256,21.917618,53.86464
41.129417,19.91864,21.210777,51.570816
99.84194,78.74901,21.092934,21.126326
43.81802,64.3002,20.482182,46.743744
42.618446,63.052483,20.434036,47.946457
59.81535,40.90761,18.907738,31.610178
34.83169,16.229313,18.602379,53.406475
64.593155,82.44463,17.851479,27.636795
32.794445,15.324541,17.469904,53.270924
32.934162,49.973972,17.03981,51.73901
31.820461,16.564386,15.256075,47.94423
15.192818,9.8730336e-05,15.1927185,99.999344
33.78758,18.852499,14.93508,44.20287
36.330093,50.51428,14.184185,39.042522
49.406246,35.323605,14.082642,28.503767
52.53204,66.415344,13.883305,26.42826
68.1201,54.66762,13.45248,19.74818
26.60716,39.79605,13.18889,49.56895
146.1648,133.6992,12.465591,8.52845
66.54579,78.09147,11.545677,17.349974
50.45711,61.729935,11.272823,22.341396
56.960896,67.44127,10.480373,18.399242
29.315382,19.004726,10.310656,35.171486
19.265348,29.145773,9.8804245,51.28599
105.22046,95.46001,9.760452,9.276193
25.193384,16.196331,8.997053,35.711967
196.36845,205.28525,8.916794,4.5408483
143.22589,134.3386,8.887299,6.205092
24.00008,15.526848,8.473232,35.305016
18.102863,26.552952,8.4500885,46.67819
24.330618,32.29085,7.9602337,32.71694
41.166553,48.924564,7.758011,18.845423
32.604424,25.131136,7.4732876,22.921083
42.277878,49.078827,6.800949,16.086308
56.47962,49.74493,6.7346916,11.924109
33.20235,39.199883,5.997532,18.063576
12.707829,6.774241,5.9335885,46.692383
62.79423,68.22932,5.4350853,8.65539
20.645992,15.341175,5.304817,25.694172
47.55844,42.411785,5.146656,10.821751
14.417562,19.394037,4.9764757,34.516766
41.619305,36.69426,4.925045,11.833559
20.982092,25.840334,4.858242,23.154232
33.17176,28.544107,4.627653,13.950581
40.202866,44.758163,4.555298,11.330779
8.976539,4.957966,4.018573,44.76751
65.44869,69.41803,3.9693375,6.064808
12.324566,15.882128,3.5575619,28.865616
68.34482,71.61223,3.2674103,4.7807727
8.868826,5.6598577,3.2089682,36.18256
47.50465,44.528713,2.975937,6.264517
89.535065,92.41302,2.8779526,3.2143302
33.52621,36.35462,2.828411,8.436418
23.049932,20.363272,2.6866608,11.655829
10.428962,7.7621107,2.666851,25.571589
39.0164,41.611954,2.5955544,6.6524696
7.521857,5.1293373,2.3925195,31.807566
6.8256955,9.198674,2.3729787,34.765377
5.150693,7.423826,2.2731333,44.132572
18.230423,16.105215,2.125208,11.657479
21.458427,19.377123,2.0813046,9.699242
43.482697,45.557396,2.0746994,4.771322
10.404463,12.453238,2.0487747,19.691307
8.286845,10.306285,2.0194397,24.369223
6.5915575,4.668853,1.9227047,29.169203
109.25412,107.33625,1.9178696,1.7554208
7.677009,5.803848,1.8731613,24.399624
5.568459,3.7212186,1.8472404,33.17328
8.085183,9.901077,1.8158941,22.45953
8.60191,6.834203,1.7677069,20.550169
4.4456835,5.665308,1.2196245,27.433903
12.808842,14.003631,1.1947889,9.327846
2.5873291,3.622922,1.0355928,40.025555
3.3900385,4.408368,1.0183296,30.038881
6.115301,5.1902585,0.9250426,15.12669
3.9408832,4.854807,0.91392374,23.190836
23.58653,24.499046,0.91251564,3.8687997
1.133233,1.9919546,0.8587216,75.77627
4.804663,3.9636579,0.8410053,17.503939
5.5693955,6.4048734,0.8354778,15.00123
1.8542275,2.6674957,0.8132682,43.860214
5.4149313,4.6368065,0.7781248,14.369986
4.7387967,5.4248166,0.6860199,14.476668
5.3391733,6.016354,0.67718077,12.683251
1.1078129,1.7086506,0.6008377,54.23639
3.8634193,3.2694268,0.5939925,15.374786
4.7456017,4.1914687,0.55413294,11.676768
3.66829,4.1862717,0.51798177,14.120524
3.9435866,3.4637713,0.47981524,12.166977
10.093615,9.644922,0.44869232,4.4453087
10.2093525,9.801659,0.40769386,3.9933372
3.1537228,2.7647576,0.38896513,12.333524
2.717704,3.0631146,0.3454106,12.709646
0.99238575,1.3189187,0.32653296,32.903835
1.6670504,1.9352131,0.26816273,16.08606
1.1130469,1.3467147,0.23366785,20.993532
1.7172278,1.9353523,0.21812451,12.702129
38.576584,38.369167,0.20741653,0.5376747
3.0266151,3.1930494,0.16643429,5.499024
4.635878,4.797492,0.16161394,3.486156
18.649128,18.490736,0.15839195,0.8493263
26.753538,26.663284,0.09025383,0.33735287
3.4391682,3.492054,0.05288577,1.5377489
4.7788424,4.738615,0.040227413,0.84178156
6.0489125,6.0261354,0.02277708,0.37654835
0.7669119,0.7838589,0.016946971,2.2097676
