,MAE,MSE,R2
Kp,0.45890698376552286,0.32538630267335744,0.3932662102105582
Ki,0.10797551077628773,0.02359170327852917,0.7413777600570363
Kd,0.27830923369595084,0.10868465571739921,-0.35024443397764227
