Target,MAE,R2
ISE,0.6517310274449654,0.9281796684071832
Overshoot,0.059739801990150734,0.810419815488215
settling_time,10.750343253769124,0.8621982224978024
rise_time,1.4443458175423711,0.8739019426708752
