Target,MAE,MSE,R2
Kp,0.4707997767478841,0.3567048996963484,0.48919461199348535
Ki,0.14499023876775533,0.05178006866885511,0.3577269819551734
Kd,0.2644426062052447,0.0978652732323014,-0.433772585380932
