Target,MAE,R2
ISE,0.11526912768290258,0.9977646828605092
SSE,0.005766568556453284,-4108.109966798807
RiseTime,0.2782854283710227,0.9987654734528475
SettlingTime,0.8009903160576801,0.9991496855044719
Overshoot,0.21375592894121392,0.626029174355787
