Kp,Ki,Kd,ISE,Overshoot,SettlingTime,RiseTime,Cost
4.840128124420554,1.999341358400426,0.09980893991325135,1.5249549073788549,0.0793854578576404,2.8401387992030935,1.6923184032507548,1.5323504950138398
4.8585026478286695,1.9996966464990935,0.12536633150421383,1.5248633955493913,0.0794131983561236,2.83798100031942,1.7313400701350243,1.5396922119818701
4.803969804618498,1.9954499870520763,0.27343547167730187,1.4845610713087143,0.0760843666713748,2.8168910025808382,1.8652535718363072,1.5454702167411898
4.834790845069809,1.985373221215236,0.8141270250872886,1.3969511770429217,0.06944048644087664,2.7502093831831695,2.2151500926816503,1.565740463278308
4.847241675496345,1.9981505966083954,0.5634898622089929,1.438807536582094,0.07263945525860044,2.786369988990822,1.9964389002729392,1.54661268353731
4.818286813528845,1.9960967055709218,0.1307666317679239,1.5154220889942027,0.07859299076229656,2.834117245497368,1.7498440863478208,1.5386797001191783
4.788570402774736,1.9930862389797892,0.7978900781142085,1.3884714586271913,0.06775325836717092,2.7547705763816537,2.2419599240105557,1.5682853352027528
4.76914398788,1.993676975705473,0.2287110082574615,1.484852576697398,0.07604767013626074,2.819957589850011,1.8846973093130908,1.5500815445388318
4.815683478264852,1.9979177248177442,0.183353356499248,1.503229791362933,0.07759603198638773,2.8289692735692116,1.7832807379346622,1.5392611252432258
4.843822665055905,1.9989395501965328,0.31562495524310663,1.4848493060318697,0.07616792348384083,2.8152074950602826,1.8329578349689921,1.5388063731153712
4.777433974244478,1.9847688740879832,0.10363968554192393,1.517891202668559,0.07877477901616525,2.8297894739709393,1.8151426817416692,1.5518978680131783
4.797734294540898,1.9813455516194178,0.08125539228745193,1.53039272310885,0.07984171416643726,2.831162972225998,1.7837391730400105,1.5511058611300292
4.704558928387657,1.9874214830658725,0.05103637710067377,1.5065850442902953,0.07753443928781145,2.834937328758107,1.865640474626077,1.5582564662505172
4.827956468454458,1.995325994270699,0.09582323585143981,1.5253882343743963,0.07941900746200786,2.8380311509670486,1.716280856736729,1.5369014967829155
4.865921299273858,1.9818325369097622,0.46347437938659575,1.4755122851584632,0.07571938714033094,2.7896387457499023,2.0545500831739645,1.5741865572762248
4.9206971696990465,1.994722315150765,0.6504279361429888,1.445031423730875,0.0737829538382136,2.7768699532015315,2.22370024237702,1.592883199375703
4.824017431227523,1.9944639075775399,0.6360032706072041,1.4212485911099937,0.07112834853814531,2.7752830333908287,2.084724903293556,1.5547266934885036
4.6216978085353695,1.9980014237037216,0.14032446849078306,1.468583478657993,0.07310207584290668,2.827732149484874,2.001809126727146,1.5679620618741823
4.795042747195003,1.9881965438572768,0.1262846702144078,1.5158242629087888,0.07862417861997725,2.829606495145887,1.7983378116683921,1.547643402250367
4.7429287700355465,1.9745180488746974,0.12377148499210378,1.5122297003702196,0.07830887836046058,2.8208113761400417,1.9009517541239624,1.564906281872981
4.8615299151378,1.9960722494530647,0.23229667538428345,1.5079128646658133,0.07807632537810294,2.823811243424393,1.8147018871098544,1.5464830370487956
4.754636743643495,1.9969973461288224,0.2379459496582268,1.477115662095784,0.07527577911428962,2.8202274745961535,1.9002050314303416,1.5499879218664705
4.815284243689828,1.9958041417136103,0.41785604615177485,1.459698298679457,0.0741044646353883,2.8008290099378232,1.9463633299891008,1.5481386803842452
4.823130761149718,1.9952879481788552,0.16010412799886764,1.5117415304902435,0.07831130305544315,2.8304591434704327,1.7655063137930744,1.5395519642598878
4.825121561363786,1.9938489005586448,0.05255129818733384,1.5340277706136352,0.08011707637215207,2.8421188931848866,1.6950584715551953,1.5370699964679009
4.845050197088992,1.99625148443234,0.5383717432915425,1.4444590276051987,0.07306457771740751,2.788160971941696,1.9876950195313556,1.5475677248801716
4.836293184209081,1.987067413746244,0.30778954762884436,1.4932456224168131,0.0768972411455707,2.8094359401192635,1.8701348783635208,1.5485918608923963
4.771024758685007,1.9998816074751136,0.36437486528876484,1.4562760115655728,0.07353134077158796,2.8077692482392784,1.955824643457622,1.5499354511199268
