,R2,MAE
ISE_log,0.5813969969749451,1.6074029207229614
Overshoot,0.7288886904716492,4.447591304779053
SettlingTime_log,0.9309502243995667,1.7064533233642578
RiseTime_log,0.6458762884140015,1.2595773935317993
