,MAE,MSE,R2
Kp,0.6740677637062938,0.6092927111104832,-0.13612181172313442
Ki,0.2467850633122457,0.0879531644269777,0.035820172641857995
Kd,0.2723603973011426,0.10424744218893772,-0.29511868665270247
