,R2,MAE
ISE,0.03355949995631202,2414.8968079836973
Overshoot,-0.04033674451141134,4.829348044349223
SettlingTime,0.8116919960690878,2.0322444747043087
RiseTime,0.7982813084747272,1.0659149981907061
