,R2,MAE
ISE_log,0.9627895951271057,0.06331129372119904
Overshoot_log,-0.34316396713256836,0.02619008533656597
SettlingTime_log,0.9429599046707153,0.07824520766735077
RiseTime_log,0.9540675282478333,0.07151137292385101
