,MAE,MSE,R2
Kp,0.05446645243445279,0.023189135209586268,0.9292288910598522
Ki,0.005368432114865869,0.00034829498390886185,0.9758029563175941
Kd,1.184974924271412,6.56700130161494,0.39204380875205247
