Kp,Ki,Kd,ISE,Overshoot,SettlingTime,RiseTime,Cost
0.5101289429856561,1.9992238485433598,1.9909212786547554,0.11338765323300262,0.15572292582699973,0.003828974877114248,3.9380768770221253,0.8648808168384489
0.5024391638970997,1.9871232184562349,1.9559821194875515,0.12858270472516456,0.15598896205621912,0.02509441630189329,4.022980491203295,0.8922458558023474
0.46427349993229905,1.9821619383754885,1.8237452756711434,0.1631424346708749,0.15971154326335338,0.14351978476252175,4.332165427539751,0.9923363249814753
0.49995696034804205,1.9974984163208358,1.9862996854297406,0.11533891463296433,0.15621899179849072,0.03864453671301409,4.024156144848436,0.889939500525174
0.4830880127071673,1.988680151436657,1.855504936628587,0.15426879400326313,0.15861834805831573,0.08214440841663734,4.168087149237194,0.9434774987437347
0.49903717394299907,1.9322617489505736,1.904188518188941,0.16954295419418033,0.15393788905030745,0.022998822099640263,4.1600186450085,0.9352082529093617
0.5008993972376952,1.9894130743405392,1.9406875247030448,0.13149206247096049,0.15643061694442326,0.02917505224808053,4.02929249686201,0.895576458199287
0.5081513173961434,1.9937201600068688,1.9863971726925889,0.11729659678248697,0.1555903752045429,0.009415050098526438,3.965359485671646,0.8729916209079379
0.5043376742992947,1.948416558523271,1.9862029408658821,0.13978786658505662,0.15328914151181575,0.01580553821947244,4.089312533232578,0.9075965892267959
0.5004778850449743,1.9993057421550469,1.9483288420022336,0.12454392604976397,0.15687962593416402,0.03298923597125796,4.01260270212033,0.890311883225056
0.5085718717401282,1.998320909567204,1.9677647596244152,0.1199720276257982,0.1561109935183421,0.006630997308472324,3.9505268012570536,0.870642569467093
0.5002901256912269,1.9247532602676434,1.979992400285079,0.15313280978706648,0.15228670443631634,0.025672292768352416,4.166878182501209,0.9302205598560023
0.5022278593509633,1.99776372147239,1.9640376075332526,0.12115597739830211,0.15646207483998234,0.028332520055654613,4.003041747657619,0.886029659469972
0.5033911228803318,1.9843896665980847,1.8505803654415167,0.15797553675154932,0.15742049409056405,0.009938996478762334,4.011253499076286,0.8989128126297422
0.50653836078066,1.9933536206328024,1.931140921558669,0.1321483437573482,0.1565075921266844,0.00902042025779242,3.9741730809204565,0.880799556163926
0.5030952137217639,1.8810073811942916,1.9942680297482327,0.1710908825269474,0.14950931522138675,0.010716032025085913,4.22376509783418,0.9452344420269095
0.5001630764748461,1.9896817167053684,1.9306277421574434,0.13402360458321763,0.15663872099762446,0.0307028691248517,4.033797455443529,0.8978372509464881
0.5101578370908666,1.9878340794452507,1.9767810267041475,0.12280169501396712,0.15531195554825047,0.00045577457834249796,3.9605178171542614,0.8723777874617578
0.5026378087501708,1.9985684389851133,1.9898979213391708,0.11388638614491856,0.15608536268588888,0.029820517843494536,4.000393936547403,0.8828145178733248
