,Kp,Ki,Kd,ISE,Overshoot,SettlingTime,RiseTime,Cost
best_ise,0.5057045273330509,1.9999760063025,1.997872793156192,0.11110775527078501,0.1558829146736694,0.02017210143454489,3.9731811632186553,0.8742903379736879
best_overshoot,0.5030952137217639,1.8810073811942916,1.9942680297482327,0.1710908825269474,0.14950931522138675,0.010716032025085913,4.22376509783418,0.9452344420269095
best_settling,0.5101578370908666,1.9878340794452507,1.9767810267041475,0.12280169501396712,0.15531195554825047,0.00045577457834249796,3.9605178171542614,0.8723777874617578
best_rise,0.5101289429856561,1.9992238485433598,1.9909212786547554,0.11338765323300262,0.15572292582699973,0.003828974877114248,3.9380768770221253,0.8648808168384489
