,R2,MAE
ISE_log,0.6080665588378906,1.2830711603164673
Overshoot,0.321370005607605,1.0455436706542969
SettlingTime_log,0.880669116973877,9.883211135864258
RiseTime_log,0.684754490852356,3.359104871749878
