,R2,MAE
ISE_log,0.614683985710144,1.4585919380187988
Overshoot,0.21011978387832642,2.26039457321167
SettlingTime_log,0.6569459438323975,18.94029998779297
RiseTime_log,0.64646315574646,4.48566198348999
