Target,MAE,MSE,R2
Kp,0.33143414353681033,0.20523903436872307,0.5994825830549504
Ki,0.09166901014735702,0.019570533745827942,0.7503598254809076
Kd,0.2547367361183867,0.08749992764652098,-0.03339967231460017
