,R2,MAE
ISE_log,0.7237261533737183,1.8379806280136108
Overshoot,0.5810914039611816,5.6962571144104
SettlingTime_log,0.9634716510772705,2.0129988193511963
RiseTime_log,0.5925620794296265,1.9363446235656738
