y_true_orig,y_pred_orig,abs_error,rel_error_percent
175.06844,80.73571,94.332726,53.883343
215.88478,146.62617,69.258606,32.08128
117.67718,52.998367,64.67881,54.962917
152.3535,90.23322,62.120277,40.773777
113.55518,64.61207,48.943115,43.10073
178.99509,131.812,47.18309,26.359993
153.99069,110.39589,43.594803,28.310026
89.33104,45.99737,43.333668,48.509083
70.105064,30.88124,39.223824,55.950058
84.054985,46.96186,37.093124,44.129597
88.81053,55.44141,33.36912,37.573383
143.22589,114.94734,28.27855,19.74402
102.62388,75.9168,26.707077,26.024233
146.1648,121.82798,24.336815,16.650257
125.7674,102.68895,23.078453,18.350107
40.690178,18.453915,22.236263,54.64774
43.81802,64.38819,20.570171,46.944546
42.618446,63.148766,20.53032,48.17238
41.129417,20.886057,20.24336,49.21869
99.84194,79.65487,20.187073,20.21903
64.593155,84.63824,20.045082,31.032827
34.71264,14.751646,19.960993,57.50353
68.1201,48.798813,19.32129,28.363565
34.83169,16.390646,18.441046,52.9433
89.535065,107.84587,18.310806,20.450989
32.794445,15.988047,16.806398,51.2477
32.934162,48.901016,15.966854,48.481133
105.22046,89.344376,15.876083,15.0884
59.81535,43.965137,15.850212,26.49857
15.192818,0.0010994285,15.191718,99.99276
31.820461,16.843367,14.977095,47.067497
33.78758,18.92103,14.866549,44.000042
66.54579,81.12878,14.582985,21.91421
26.60716,41.083893,14.476732,54.409157
50.45711,64.3905,13.933392,27.614326
36.330093,47.009674,10.679581,29.395962
56.960896,67.5364,10.575504,18.566254
29.315382,19.033579,10.281803,35.073067
49.406246,39.461235,9.945011,20.129057
19.265348,28.975328,9.70998,50.401268
18.102863,26.404085,8.301222,45.85585
24.330618,32.143547,7.812929,32.11151
32.604424,25.476177,7.1282463,21.86282
38.576584,31.488865,7.087719,18.373112
43.482697,49.937504,6.4548073,14.844542
47.50465,41.258244,6.2464066,13.149042
42.277878,48.42453,6.146652,14.538696
33.17176,27.052282,6.119478,18.447855
12.707829,6.6495624,6.058267,47.6735
33.20235,38.821854,5.619503,16.925016
20.645992,15.169899,5.4760933,26.523758
14.417562,19.505537,5.0879755,35.290123
20.982092,25.723076,4.740984,22.595383
52.53204,57.13789,4.60585,8.767697
47.55844,43.116516,4.441925,9.33993
8.976539,4.9713225,4.005216,44.618713
10.428962,6.489392,3.93957,37.775284
62.79423,58.994453,3.799778,6.0511575
41.619305,38.0718,3.5475044,8.523699
12.324566,15.8061905,3.4816246,28.249472
8.868826,5.586989,3.281837,37.004185
33.52621,36.77778,3.2515678,9.698585
196.36845,199.37057,3.002121,1.5288204
23.58653,26.107874,2.5213432,10.689758
7.521857,5.0849705,2.4368863,32.397404
18.230423,15.83205,2.3983727,13.15588
41.166553,43.4942,2.3276482,5.6542215
23.049932,20.723873,2.3260593,10.0913925
39.0164,36.691723,2.3246765,5.958204
6.8256955,9.123576,2.2978806,33.66515
40.202866,42.480015,2.2771492,5.6641464
5.150693,7.3834143,2.2327213,43.347977
21.458427,19.312891,2.1455364,9.998573
24.00008,21.862047,2.138033,8.908441
10.404463,12.414176,2.0097132,19.315876
56.47962,54.50771,1.9719124,3.4913697
8.286845,10.258359,1.9715137,23.790884
7.677009,5.740194,1.9368153,25.228773
6.5915575,4.6830215,1.908536,28.954248
8.085183,9.93309,1.8479071,22.855476
8.60191,6.869847,1.7320628,20.135794
5.568459,3.8791986,1.6892605,30.336231
65.44869,63.998093,1.4505997,2.216392
68.34482,66.89587,1.4489517,2.120061
4.4456835,5.659498,1.2138147,27.303219
2.5873291,3.5984225,1.0110934,39.07865
1.133233,2.14248,1.009247,89.05909
6.115301,5.1077433,1.0075579,16.476013
3.3900385,4.388058,0.9980197,29.439775
25.193384,24.21002,0.9833641,3.9032633
1.8542275,2.8357916,0.98156404,52.936546
12.808842,13.757448,0.9486065,7.4058723
3.9408832,4.820869,0.8799858,22.32966
6.0489125,5.2136316,0.8352809,13.808778
5.4149313,4.5905347,0.8243966,15.224507
5.5693955,6.350581,0.7811856,14.026399
4.804663,4.0252624,0.7794008,16.221758
1.1078129,1.8449638,0.7371509,66.5411
5.3391733,6.0119934,0.6728201,12.601579
4.7387967,5.3769274,0.63813066,13.46609
26.753538,26.233774,0.51976395,1.9427859
10.093615,9.59824,0.49537468,4.9078026
4.7456017,4.251464,0.49413776,10.412542
2.717704,3.2107854,0.49308133,18.143305
3.66829,4.1577725,0.48948264,13.343619
109.25412,108.76637,0.4877472,0.4464337
10.2093525,9.752126,0.45722675,4.478509
0.99238575,1.4202149,0.42782915,43.11117
3.8634193,3.444231,0.41918826,10.850188
3.1537228,2.7484832,0.40523958,12.849562
1.6670504,2.0387392,0.37168884,22.296198
3.9435866,3.5771785,0.3664081,9.291241
1.7172278,2.065372,0.34814417,20.273617
1.1130469,1.3912203,0.27817345,24.99207
3.0266151,3.241931,0.21531582,7.11408
3.4391682,3.5615816,0.1224134,3.5593896
4.635878,4.7432504,0.107372284,2.3161154
18.649128,18.545282,0.1038456,0.55683887
4.7788424,4.6865,0.09234238,1.9323168
0.7669119,0.7967589,0.029846966,3.8918376
