,R2,MAE
ISE_log,0.5649760365486145,1.5297640562057495
Overshoot,0.7303272485733032,4.0838518142700195
SettlingTime_log,0.9331626296043396,1.679197072982788
RiseTime_log,0.606324315071106,1.3059232234954834
