,R2,MAE
ISE_log,-93.75902557373047,3.6678850650787354
Overshoot,-5795056.0,3463.31640625
SettlingTime_log,-6249.05126953125,53.063262939453125
RiseTime_log,-527.2244262695312,11.891881942749023
