Kp,Ki,Kd,ISE,Overshoot,SettlingTime,RiseTime,Cost
12.79947885967346,0.060262435619822696,19.35507594781955,5.406283377542334,0.19825348686993713,478.06718313754664,226.57868517299977,0.7092457969046693
15.078066876153382,0.07180282293578166,19.700676900119195,8.121906406031664,0.10303778069187039,509.3959347810353,249.5483759707522,0.7351831735262206
16.831105213028412,0.3871555243422904,19.343743500693805,10.859282386681805,0.005192917550820825,442.52152322698464,216.44996642208014,0.7311889927872397
13.970405479773056,0.022728020780354186,19.796348769965547,6.221825470466015,0.16352598879625155,507.1539226721013,247.32610734010967,0.7214406103319078
13.560717018398813,0.034682077646120746,19.4908285340382,6.021754201053106,0.1740689785831556,495.3152938476848,239.2881679994553,0.7181721861961974
15.000781212662318,0.06924559207702607,19.700676900119195,7.9982251800833275,0.10957752857111078,508.9533152191383,249.2057994629626,0.73495647045033
11.847311119223782,0.02128812404230196,19.679467238410087,4.965260194979571,0.19952048759451255,484.4542548164993,230.40802284543116,0.7029468745606733
10.597753281415237,0.251518024643552,6.447796427469501,19.884194281066026,0.0023889557516937054,296.7494772514366,126.61130782373331,0.7545251812121069
12.77635960902013,0.06722139226218005,19.983634882452428,4.930937157720601,0.2062891385897304,485.4192798001417,230.24427233001882,0.7036523082522643
11.387252253435184,0.04713059825411037,19.72893079366436,4.9051951693971265,0.21828842634620801,476.0719294439698,223.73925303452367,0.7035047272081821
14.511373408593062,0.02128812404230196,19.75975051211531,7.190783951677783,0.1454180882098278,514.9729977062253,252.71029739094155,0.7330156035590398
11.950837269380273,0.3681510375373698,7.4612341735405,19.77449636916193,0.003457415204896147,312.5002108220019,134.9976536412303,0.7588284897296489
15.82745754584678,0.06843576005641694,19.20548608111444,10.190063862956446,0.010613573864426934,516.6000863297164,254.36756901186692,0.7387826927811714
16.02425848265464,0.14357051420413391,19.8034062665211,9.377577444859812,0.037894757410361274,505.17279455975324,247.66365269862914,0.7346935678613888
15.01966054555719,0.11018328599144134,19.90587055105275,7.603624433787637,0.12736837184266533,500.3765882402163,243.89632398624514,0.7321633743435305
14.677417372661344,0.06722139226218005,19.90326881106897,7.131696120212851,0.14807727557652636,506.6531069059355,247.63415854725466,0.7312908243220714
14.026577402065724,0.08391845680164245,19.943451597031167,5.938360577950949,0.19157532606333358,493.3044969861427,238.6380894378507,0.7199710380311054
15.938873381616228,0.02128812404230196,19.815533816472886,9.491322830356031,0.014930969027231983,535.9800892570607,267.26802071606335,0.7362133199199044
11.387252253435184,0.04713059825411037,19.97591834164138,4.7573239035694765,0.21917106283721086,479.9188325468333,225.88435402222842,0.7016215316249644
14.642569071692307,0.02128812404230196,19.856520669348907,7.253197989715396,0.13745434697852196,517.725435079075,254.6395659486581,0.7327706034542119
15.833870624173734,0.20374033847365958,19.935814066598148,8.707296054416814,0.07692046202074784,487.4337418074657,236.59861439816376,0.7325795305009885
14.632069290522725,0.08391845680164245,19.96736768632617,6.913748292325538,0.15941247843822523,502.2172021750936,244.8145738355742,0.7297656515981348
14.850953531495124,0.04713059825411037,19.97404721837306,7.352728480058046,0.12986087250867193,515.0259738547553,253.16446597094972,0.7321051446778586
14.593758355055122,0.04713059825411037,19.97591834164138,6.918850761355143,0.15389506366214398,511.3479906383004,250.61850007187294,0.7304117534707176
